     time [fs]	           Xi0	       lambda0	      Epot [H]	         T [K]	
  24790.000000	     85.359492	     86.072910	      0.000512	     20.571931	
  24795.000000	     85.359492	     86.043192	      0.000512	     20.571931	
  24800.000000	     85.391053	     86.013834	      0.000517	     19.503200	
  24805.000000	     85.391053	     85.984684	      0.000517	     19.503200	
  24810.000000	     85.407285	     85.954064	      0.000518	     29.641076	
  24815.000000	     85.407285	     85.922865	      0.000518	     29.641076	
  24820.000000	     85.419035	     85.890397	      0.000520	     16.552199	
  24825.000000	     85.419035	     85.856020	      0.000520	     16.552199	
  24830.000000	     85.423817	     85.822610	      0.000522	      6.520385	
  24835.000000	     85.423817	     85.788906	      0.000522	      6.520385	
  24840.000000	     85.421948	     85.754597	      0.000523	      7.685897	
  24845.000000	     85.421948	     85.720840	      0.000523	      7.685897	
  24850.000000	     85.323408	     85.688267	      0.000503	     37.211629	
  24855.000000	     85.323408	     85.655596	      0.000503	     37.211629	
  24860.000000	     85.300911	     85.623822	      0.000497	     48.834498	
  24865.000000	     85.300911	     85.594120	      0.000497	     48.834498	
  24870.000000	     85.275681	     85.563564	      0.000491	     48.734760	
  24875.000000	     85.275681	     85.533407	      0.000491	     48.734760	
  24880.000000	     85.249681	     85.505138	      0.000484	     81.255281	
  24885.000000	     85.249681	     85.477711	      0.000484	     81.255281	
  24890.000000	     85.222957	     85.446847	      0.000477	     73.801808	
  24895.000000	     85.222957	     85.410900	      0.000477	     73.801808	
  24900.000000	     85.008108	     85.371508	      0.000433	    151.415216	
  24905.000000	     85.008108	     85.328717	      0.000433	    151.415216	
  24910.000000	     84.957714	     85.285538	      0.000425	    199.518736	
  24915.000000	     84.957714	     85.241135	      0.000425	    199.518736	
  24920.000000	     84.913025	     85.194276	      0.000417	    172.509979	
  24925.000000	     84.913025	     85.144338	      0.000417	    172.509979	
  24930.000000	     84.870385	     85.093150	      0.000410	    122.744642	
  24935.000000	     84.870385	     85.042812	      0.000410	    122.744642	
  24940.000000	     84.825736	     84.990313	      0.000402	    135.306761	
  24945.000000	     84.825736	     84.933391	      0.000402	    135.306761	
  24950.000000	     84.491458	     84.875847	      0.000351	    246.052475	
  24955.000000	     84.491458	     84.820578	      0.000351	    246.052475	
  24960.000000	     84.435272	     84.765530	      0.000343	    228.519035	
  24965.000000	     84.435272	     84.709486	      0.000343	    228.519035	
  24970.000000	     84.381694	     84.654123	      0.000335	    204.421830	
  24975.000000	     84.381694	     84.601451	      0.000335	    204.421830	
  24980.000000	     84.329573	     84.547662	      0.000327	    203.205194	
  24985.000000	     84.329573	     84.490981	      0.000327	    203.205194	
  24990.000000	     84.275366	     84.428158	      0.000319	    198.559446	
  24995.000000	     84.275366	     84.362919	      0.000319	    198.559446	
  25000.000000	     83.881231	     84.302174	      0.000270	    366.551926	
  25005.000000	     83.881231	     84.242503	      0.000270	    366.551926	
  25010.000000	     83.801052	     84.184924	      0.000262	    497.444052	
  25015.000000	     83.801052	     84.130731	      0.000262	    497.444052	
  25020.000000	     83.716733	     84.074503	      0.000253	    506.862242	
  25025.000000	     83.716733	     84.014901	      0.000253	    506.862242	
  25030.000000	     83.627589	     83.955294	      0.000244	    564.794653	
  25035.000000	     83.627589	     83.898442	      0.000244	    564.794653	
  25040.000000	     83.536683	     83.842972	      0.000235	    587.462999	
  25045.000000	     83.536683	     83.786658	      0.000235	    587.462999	
  25050.000000	     82.976537	     83.730892	      0.000188	    700.285682	
  25055.000000	     82.976537	     83.675203	      0.000188	    700.285682	
  25060.000000	     82.888109	     83.620628	      0.000184	    613.216535	
  25065.000000	     82.888109	     83.566949	      0.000184	    613.216535	
  25070.000000	     82.797790	     83.514383	      0.000180	    579.327583	
  25075.000000	     82.797790	     83.462617	      0.000180	    579.327583	
  25080.000000	     82.706503	     83.409800	      0.000177	    671.225466	
  25085.000000	     82.706503	     83.361029	      0.000177	    671.225466	
  25090.000000	     82.622222	     83.317216	      0.000174	    564.046403	
  25095.000000	     82.622222	     83.274863	      0.000174	    564.046403	
  25100.000000	     82.139240	     83.233907	      0.000172	    402.476207	
  25105.000000	     82.139240	     83.194306	      0.000172	    402.476207	
  25110.000000	     82.068583	     83.154883	      0.000172	    367.808885	
  25115.000000	     82.068583	     83.117743	      0.000172	    367.808885	
  25120.000000	     81.997934	     83.086563	      0.000172	    360.868158	
  25125.000000	     81.997934	     83.059581	      0.000172	    360.868158	
  25130.000000	     81.926687	     83.032429	      0.000172	    359.300889	
  25135.000000	     81.926687	     83.004158	      0.000172	    359.300889	
  25140.000000	     81.854436	     82.974455	      0.000172	    372.386763	
  25145.000000	     81.854436	     82.942984	      0.000172	    372.386763	
  25150.000000	     81.409716	     82.910340	      0.000169	    340.860374	
  25155.000000	     81.409716	     82.877691	      0.000169	    340.860374	
  25160.000000	     81.336256	     82.844980	      0.000168	    368.913959	
  25165.000000	     81.336256	     82.810154	      0.000168	    368.913959	
  25170.000000	     81.260879	     82.774997	      0.000168	    369.031281	
  25175.000000	     81.260879	     82.740387	      0.000168	    369.031281	
  25180.000000	     81.190526	     82.706548	      0.000168	    411.678138	
  25185.000000	     81.190526	     82.671031	      0.000168	    411.678138	
  25190.000000	     81.125739	     82.628516	      0.000168	    273.651234	
  25195.000000	     81.125739	     82.583479	      0.000168	    273.651234	
  25200.000000	     80.827464	     82.538828	      0.000185	    125.406575	
  25205.000000	     80.827464	     82.493199	      0.000185	    125.406575	
  25210.000000	     80.795410	     82.449725	      0.000194	    110.007307	
  25215.000000	     80.795410	     82.411542	      0.000194	    110.007307	
  25220.000000	     80.765363	     82.374578	      0.000207	    134.736843	
  25225.000000	     80.765363	     82.335068	      0.000207	    134.736843	
  25230.000000	     80.733910	     82.296585	      0.000220	    150.074522	
  25235.000000	     80.733910	     82.260396	      0.000220	    150.074522	
  25240.000000	     80.705068	     82.221732	      0.000235	    158.585465	
  25245.000000	     80.705068	     82.179961	      0.000235	    158.585465	
  25250.000000	     80.572425	     82.139372	      0.000332	     82.123427	
  25255.000000	     80.572425	     82.101806	      0.000332	     82.123427	
  25260.000000	     80.555227	     82.064908	      0.000351	    118.473192	
  25265.000000	     80.555227	     82.026032	      0.000351	    118.473192	
  25270.000000	     80.538666	     81.986863	      0.000369	    124.252345	
  25275.000000	     80.538666	     81.949198	      0.000369	    124.252345	
  25280.000000	     80.522132	     81.913837	      0.000388	     92.118487	
  25285.000000	     80.522132	     81.877151	      0.000388	     92.118487	
  25290.000000	     80.502521	     81.840648	      0.000406	    108.819691	
  25295.000000	     80.502521	     81.805224	      0.000406	    108.819691	
  25300.000000	     80.379445	     81.770449	      0.000481	     33.601145	
  25305.000000	     80.379445	     81.735670	      0.000481	     33.601145	
  25310.000000	     80.363816	     81.698481	      0.000484	     19.575883	
  25315.000000	     80.363816	     81.663332	      0.000484	     19.575883	
  25320.000000	     80.350173	     81.627307	      0.000488	     19.296257	
  25325.000000	     80.350173	     81.588703	      0.000488	     19.296257	
  25330.000000	     80.343084	     81.547355	      0.000490	     11.706958	
  25335.000000	     80.343084	     81.501694	      0.000490	     11.706958	
  25340.000000	     80.343694	     81.455584	      0.000489	      0.711436	
  25345.000000	     80.343694	     81.410843	      0.000489	      0.711436	
  25350.000000	     80.343907	     81.366726	      0.000479	     14.999875	
  25355.000000	     80.343907	     81.320752	      0.000479	     14.999875	
  25360.000000	     80.336925	     81.270379	      0.000473	      7.432185	
  25365.000000	     80.336925	     81.218502	      0.000473	      7.432185	
  25370.000000	     80.331389	     81.167516	      0.000467	     12.934371	
  25375.000000	     80.331389	     81.115792	      0.000467	     12.934371	
  25380.000000	     80.328058	     81.065241	      0.000465	      4.225486	
  25385.000000	     80.328058	     81.018361	      0.000465	      4.225486	
  25390.000000	     80.328057	     80.972650	      0.000466	      0.298689	
  25395.000000	     80.328057	     80.926406	      0.000466	      0.298689	
  25400.000000	     80.393784	     80.877595	      0.000486	     11.706549	
  25405.000000	     80.393784	     80.825405	      0.000486	     11.706549	
  25410.000000	     80.406147	     80.774503	      0.000486	     16.862284	
  25415.000000	     80.406147	     80.725616	      0.000486	     16.862284	
  25420.000000	     80.417661	     80.675170	      0.000482	      6.442302	
  25425.000000	     80.417661	     80.623177	      0.000482	      6.442302	
  25430.000000	     80.431264	     80.570911	      0.000477	     17.820407	
  25435.000000	     80.431264	     80.517795	      0.000477	     17.820407	
  25440.000000	     80.448557	     80.465935	      0.000472	     18.242841	
  25445.000000	     80.448557	     80.416544	      0.000472	     18.242841	
  25450.000000	     80.547011	     80.367438	      0.000414	     21.403025	
  25455.000000	     80.547011	     80.317122	      0.000414	     21.403025	
  25460.000000	     80.551670	     80.264572	      0.000404	     28.477432	
  25465.000000	     80.551670	     80.213456	      0.000404	     28.477432	
  25470.000000	     80.554001	     80.162844	      0.000395	     23.152413	
  25475.000000	     80.554001	     80.109210	      0.000395	     23.152413	
  25480.000000	     80.554704	     80.052007	      0.000388	     12.871461	
  25485.000000	     80.554704	     79.991023	      0.000388	     12.871461	
  25490.000000	     80.557108	     79.930677	      0.000380	     11.722880	
  25495.000000	     80.557108	     79.873239	      0.000380	     11.722880	
  25500.000000	     80.599462	     79.817004	      0.000316	     47.268846	
  25505.000000	     80.599462	     79.760168	      0.000316	     47.268846	
  25510.000000	     80.606172	     79.705081	      0.000305	     37.871208	
  25515.000000	     80.606172	     79.652306	      0.000305	     37.871208	
  25520.000000	     80.609515	     79.601073	      0.000291	     48.275876	
  25525.000000	     80.609515	     79.550724	      0.000291	     48.275876	
  25530.000000	     80.609708	     79.500648	      0.000274	     68.920270	
  25535.000000	     80.609708	     79.450959	      0.000274	     68.920270	
  25540.000000	     80.607780	     79.398518	      0.000257	    114.410678	
  25545.000000	     80.607780	     79.344248	      0.000257	    114.410678	
  25550.000000	     80.610044	     79.288887	      0.000155	    159.156209	
  25555.000000	     80.610044	     79.230824	      0.000155	    159.156209	
  25560.000000	     80.624700	     79.169762	      0.000140	    151.052609	
  25565.000000	     80.624700	     79.108928	      0.000140	    151.052609	
  25570.000000	     80.641099	     79.052107	      0.000124	    173.783040	
  25575.000000	     80.641099	     79.000147	      0.000124	    173.783040	
  25580.000000	     80.660844	     78.952130	      0.000110	    215.597335	
  25585.000000	     80.660844	     78.906030	      0.000110	    215.597335	
  25590.000000	     80.680261	     78.860232	      0.000098	    181.417097	
  25595.000000	     80.680261	     78.818383	      0.000098	    181.417097	
  25600.000000	     80.704323	     78.782934	      0.000037	    137.944527	
  25605.000000	     80.704323	     78.748823	      0.000037	    137.944527	
  25610.000000	     80.698053	     78.716142	      0.000030	    137.785045	
  25615.000000	     80.698053	     78.686918	      0.000030	    137.785045	
  25620.000000	     80.689978	     78.660313	      0.000025	    145.514021	
  25625.000000	     80.689978	     78.632699	      0.000025	    145.514021	
  25630.000000	     80.680318	     78.604709	      0.000020	    133.020161	
  25635.000000	     80.680318	     78.578768	      0.000020	    133.020161	
  25640.000000	     80.667824	     78.552829	      0.000016	    138.667320	
  25645.000000	     80.667824	     78.525530	      0.000016	    138.667320	
  25650.000000	     80.593963	     78.498112	      0.000007	    104.190836	
  25655.000000	     80.593963	     78.470623	      0.000007	    104.190836	
  25660.000000	     80.580130	     78.438276	      0.000008	     98.947678	
  25665.000000	     80.580130	     78.401974	      0.000008	     98.947678	
  25670.000000	     80.567316	     78.363345	      0.000009	     71.067019	
  25675.000000	     80.567316	     78.322019	      0.000009	     71.067019	
  25680.000000	     80.555386	     78.282275	      0.000011	     92.849281	
  25685.000000	     80.555386	     78.244986	      0.000011	     92.849281	
  25690.000000	     80.542207	     78.206485	      0.000013	     97.192160	
  25695.000000	     80.542207	     78.167527	      0.000013	     97.192160	
  25700.000000	     80.400186	     78.129941	      0.000032	    133.261979	
  25705.000000	     80.400186	     78.092191	      0.000032	    133.261979	
  25710.000000	     80.360219	     78.052943	      0.000038	    213.841744	
  25715.000000	     80.360219	     78.013853	      0.000038	    213.841744	
  25720.000000	     80.318041	     77.978600	      0.000044	    245.894523	
  25725.000000	     80.318041	     77.946957	      0.000044	    245.894523	
  25730.000000	     80.274942	     77.913765	      0.000048	    177.707095	
  25735.000000	     80.274942	     77.879729	      0.000048	    177.707095	
  25740.000000	     80.225691	     77.846946	      0.000051	    164.302977	
  25745.000000	     80.225691	     77.816770	      0.000051	    164.302977	
  25750.000000	     79.895785	     77.788851	      0.000069	    253.914394	
  25755.000000	     79.895785	     77.757983	      0.000069	    253.914394	
  25760.000000	     79.838383	     77.724704	      0.000074	    240.469171	
  25765.000000	     79.838383	     77.690802	      0.000074	    240.469171	
  25770.000000	     79.779583	     77.659009	      0.000079	    261.918372	
  25775.000000	     79.779583	     77.629633	      0.000079	    261.918372	
  25780.000000	     79.719510	     77.601447	      0.000083	    244.842455	
  25785.000000	     79.719510	     77.572197	      0.000083	    244.842455	
  25790.000000	     79.660224	     77.539650	      0.000089	    271.181078	
  25795.000000	     79.660224	     77.506477	      0.000089	    271.181078	
  25800.000000	     79.259020	     77.473647	      0.000130	    350.067222	
  25805.000000	     79.259020	     77.441335	      0.000130	    350.067222	
  25810.000000	     79.197801	     77.408836	      0.000137	    308.724344	
  25815.000000	     79.197801	     77.377920	      0.000137	    308.724344	
  25820.000000	     79.135645	     77.348498	      0.000142	    235.303986	
  25825.000000	     79.135645	     77.318034	      0.000142	    235.303986	
  25830.000000	     79.067888	     77.291214	      0.000147	    301.185632	
  25835.000000	     79.067888	     77.267083	      0.000147	    301.185632	
  25840.000000	     78.993979	     77.243997	      0.000150	    324.685534	
  25845.000000	     78.993979	     77.224322	      0.000150	    324.685534	
  25850.000000	     78.486227	     77.205302	      0.000166	    502.294323	
  25855.000000	     78.486227	     77.185908	      0.000166	    502.294323	
  25860.000000	     78.399753	     77.168207	      0.000170	    503.956492	
  25865.000000	     78.399753	     77.151940	      0.000170	    503.956492	
  25870.000000	     78.317212	     77.136795	      0.000175	    505.414522	
  25875.000000	     78.317212	     77.121657	      0.000175	    505.414522	
  25880.000000	     78.231646	     77.104375	      0.000181	    416.171761	
  25885.000000	     78.231646	     77.086235	      0.000181	    416.171761	
  25890.000000	     78.138975	     77.066352	      0.000189	    578.604957	
  25895.000000	     78.138975	     77.040928	      0.000189	    578.604957	
  25900.000000	     77.569944	     77.010749	      0.000214	    639.762199	
  25905.000000	     77.569944	     76.979119	      0.000214	    639.762199	
  25910.000000	     77.468867	     76.945863	      0.000219	    664.879159	
  25915.000000	     77.468867	     76.910715	      0.000219	    664.879159	
  25920.000000	     77.362119	     76.876916	      0.000225	    773.783357	
  25925.000000	     77.362119	     76.844484	      0.000225	    773.783357	
  25930.000000	     77.256802	     76.811376	      0.000231	    826.292120	
  25935.000000	     77.256802	     76.778945	      0.000231	    826.292120	
  25940.000000	     77.154620	     76.748649	      0.000236	    771.529663	
  25945.000000	     77.154620	     76.720912	      0.000236	    771.529663	
  25950.000000	     76.573704	     76.694347	      0.000273	    761.712547	
  25955.000000	     76.573704	     76.670253	      0.000273	    761.712547	
  25960.000000	     76.471617	     76.649496	      0.000284	    775.902774	
  25965.000000	     76.471617	     76.629758	      0.000284	    775.902774	
  25970.000000	     76.368603	     76.611585	      0.000295	    850.424817	
  25975.000000	     76.368603	     76.597481	      0.000295	    850.424817	
  25980.000000	     76.265442	     76.584299	      0.000307	    875.627853	
  25985.000000	     76.265442	     76.566590	      0.000307	    875.627853	
  25990.000000	     76.161722	     76.543118	      0.000320	    942.553967	
  25995.000000	     76.161722	     76.515281	      0.000320	    942.553967	
  26000.000000	     75.567862	     76.485694	      0.000429	    717.144091	
  26005.000000	     75.567862	     76.455606	      0.000429	    717.144091	
  26010.000000	     75.473587	     76.424629	      0.000451	    801.443089	
  26015.000000	     75.473587	     76.392058	      0.000451	    801.443089	
  26020.000000	     75.385783	     76.360599	      0.000473	    715.793803	
  26025.000000	     75.385783	     76.330380	      0.000473	    715.793803	
  26030.000000	     75.302347	     76.300245	      0.000494	    590.909667	
  26035.000000	     75.302347	     76.270107	      0.000494	    590.909667	
  26040.000000	     75.219544	     76.241503	      0.000516	    526.078100	
  26045.000000	     75.219544	     76.213051	      0.000516	    526.078100	
  26050.000000	     74.752645	     76.182357	      0.000645	    398.415044	
  26055.000000	     74.752645	     76.152684	      0.000645	    398.415044	
  26060.000000	     74.686504	     76.123907	      0.000665	    336.358161	
  26065.000000	     74.686504	     76.094345	      0.000665	    336.358161	
  26070.000000	     74.622129	     76.062263	      0.000684	    287.803987	
  26075.000000	     74.622129	     76.026230	      0.000684	    287.803987	
  26080.000000	     74.558201	     75.988390	      0.000704	    310.911715	
  26085.000000	     74.558201	     75.950096	      0.000704	    310.911715	
  26090.000000	     74.492800	     75.911911	      0.000725	    301.109040	
  26095.000000	     74.492800	     75.872896	      0.000725	    301.109040	
  26100.000000	     74.104972	     75.833466	      0.000856	    309.627062	
  26105.000000	     74.104972	     75.795705	      0.000856	    309.627062	
  26110.000000	     74.045226	     75.759282	      0.000878	    265.731714	
  26115.000000	     74.045226	     75.722713	      0.000878	    265.731714	
  26120.000000	     73.984655	     75.686280	      0.000901	    276.406702	
  26125.000000	     73.984655	     75.650156	      0.000901	    276.406702	
  26130.000000	     73.925963	     75.613939	      0.000924	    281.542855	
  26135.000000	     73.925963	     75.580929	      0.000924	    281.542855	
  26140.000000	     73.867792	     75.550492	      0.000947	    250.679746	
  26145.000000	     73.867792	     75.517033	      0.000947	    250.679746	
  26150.000000	     73.569446	     75.481074	      0.001060	    115.439551	
  26155.000000	     73.569446	     75.445033	      0.001060	    115.439551	
  26160.000000	     73.528150	     75.406017	      0.001075	    118.714864	
  26165.000000	     73.528150	     75.364145	      0.001075	    118.714864	
  26170.000000	     73.489842	     75.320923	      0.001088	    116.467302	
  26175.000000	     73.489842	     75.276898	      0.001088	    116.467302	
  26180.000000	     73.456220	     75.235416	      0.001099	     84.184507	
  26185.000000	     73.456220	     75.190880	      0.001099	     84.184507	
  26190.000000	     73.427536	     75.140165	      0.001109	     69.180885	
  26195.000000	     73.427536	     75.087880	      0.001109	     69.180885	
  26200.000000	     73.321042	     75.033578	      0.001150	     19.272811	
  26205.000000	     73.321042	     74.979641	      0.001150	     19.272811	
  26210.000000	     73.304910	     74.926299	      0.001157	     26.569817	
  26215.000000	     73.304910	     74.872040	      0.001157	     26.569817	
  26220.000000	     73.293635	     74.817845	      0.001162	     12.560578	
  26225.000000	     73.293635	     74.763197	      0.001162	     12.560578	
  26230.000000	     73.283977	     74.705264	      0.001166	      6.983007	
  26235.000000	     73.283977	     74.643791	      0.001166	      6.983007	
  26240.000000	     73.275475	     74.582871	      0.001168	      6.370909	
  26245.000000	     73.275475	     74.523790	      0.001168	      6.370909	
  26250.000000	     73.266512	     74.465757	      0.001165	      0.668115	
  26255.000000	     73.266512	     74.408851	      0.001165	      0.668115	
  26260.000000	     73.273700	     74.354021	      0.001162	      2.358724	
  26265.000000	     73.273700	     74.299260	      0.001162	      2.358724	
  26270.000000	     73.285485	     74.244854	      0.001158	      6.692203	
  26275.000000	     73.285485	     74.191840	      0.001158	      6.692203	
  26280.000000	     73.296397	     74.138827	      0.001156	     13.320005	
  26285.000000	     73.296397	     74.088345	      0.001156	     13.320005	
  26290.000000	     73.300732	     74.037722	      0.001156	      6.144044	
  26295.000000	     73.300732	     73.981377	      0.001156	      6.144044	
  26300.000000	     73.311514	     73.921264	      0.001172	      9.257653	
  26305.000000	     73.311514	     73.860453	      0.001172	      9.257653	
  26310.000000	     73.311230	     73.798058	      0.001175	     13.317767	
  26315.000000	     73.311230	     73.732775	      0.001175	     13.317767	
  26320.000000	     73.311932	     73.665721	      0.001177	      2.660029	
  26325.000000	     73.311932	     73.599803	      0.001177	      2.660029	
  26330.000000	     73.309260	     73.534279	      0.001178	      1.711243	
  26335.000000	     73.309260	     73.468558	      0.001178	      1.711243	
  26340.000000	     73.305645	     73.404086	      0.001177	      5.696130	
  26345.000000	     73.305645	     73.342960	      0.001177	      5.696130	
  26350.000000	     73.317010	     73.281515	      0.001160	      4.591385	
  26355.000000	     73.317010	     73.214417	      0.001160	      4.591385	
  26360.000000	     73.316047	     73.142920	      0.001158	      3.177571	
  26365.000000	     73.316047	     73.072519	      0.001158	      3.177571	
  26370.000000	     73.318962	     73.004239	      0.001154	      3.952045	
  26375.000000	     73.318962	     72.935800	      0.001154	      3.952045	
  26380.000000	     73.323149	     72.867602	      0.001150	     10.166172	
  26385.000000	     73.323149	     72.800713	      0.001150	     10.166172	
  26390.000000	     73.325337	     72.736423	      0.001148	      5.655323	
  26395.000000	     73.325337	     72.674270	      0.001148	      5.655323	
  26400.000000	     73.393696	     72.618170	      0.001130	     30.681595	
  26405.000000	     73.393696	     72.566721	      0.001130	     30.681595	
  26410.000000	     73.411836	     72.515235	      0.001127	     26.557284	
  26415.000000	     73.411836	     72.465280	      0.001127	     26.557284	
  26420.000000	     73.432951	     72.418328	      0.001124	     28.080289	
  26425.000000	     73.432951	     72.373298	      0.001124	     28.080289	
  26430.000000	     73.456456	     72.328038	      0.001122	     49.427159	
  26435.000000	     73.456456	     72.281959	      0.001122	     49.427159	
  26440.000000	     73.475756	     72.236718	      0.001122	     64.250141	
  26445.000000	     73.475756	     72.192298	      0.001122	     64.250141	
  26450.000000	     73.535899	     72.147547	      0.001115	      1.113162	
  26455.000000	     73.535899	     72.101003	      0.001115	      1.113162	
  26460.000000	     73.539591	     72.054696	      0.001115	      3.028528	
  26465.000000	     73.539591	     72.013575	      0.001115	      3.028528	
  26470.000000	     73.543576	     71.973312	      0.001117	      1.461465	
  26475.000000	     73.543576	     71.932540	      0.001117	      1.461465	
  26480.000000	     73.549088	     71.895440	      0.001119	      9.878212	
  26485.000000	     73.549088	     71.865612	      0.001119	      9.878212	
  26490.000000	     73.555320	     71.845912	      0.001123	     15.954596	
  26495.000000	     73.555320	     71.832338	      0.001123	     15.954596	
  26500.000000	     73.576190	     71.827426	      0.001151	     16.420551	
  26505.000000	     73.576190	     71.832252	      0.001151	     16.420551	
  26510.000000	     73.569999	     71.843060	      0.001158	     15.556732	
  26515.000000	     73.569999	     71.863024	      0.001158	     15.556732	
  26520.000000	     73.565890	     71.892078	      0.001164	     10.971176	
  26525.000000	     73.565890	     71.927496	      0.001164	     10.971176	
  26530.000000	     73.562716	     71.969253	      0.001168	      6.524719	
  26535.000000	     73.562716	     72.015390	      0.001168	      6.524719	
  26540.000000	     73.563741	     72.062021	      0.001171	      5.209641	
  26545.000000	     73.563741	     72.109545	      0.001171	      5.209641	
  26550.000000	     73.631731	     72.156610	      0.001159	      3.276459	
  26555.000000	     73.631731	     72.203912	      0.001159	      3.276459	
  26560.000000	     73.642549	     72.252631	      0.001153	      9.042031	
  26565.000000	     73.642549	     72.300971	      0.001153	      9.042031	
  26570.000000	     73.653931	     72.347968	      0.001146	     11.902706	
  26575.000000	     73.653931	     72.394570	      0.001146	     11.902706	
  26580.000000	     73.665474	     72.442918	      0.001138	     17.837557	
  26585.000000	     73.665474	     72.489534	      0.001138	     17.837557	
  26590.000000	     73.672416	     72.534945	      0.001132	     14.252837	
  26595.000000	     73.672416	     72.582536	      0.001132	     14.252837	
  26600.000000	     73.655820	     72.630961	      0.001094	     28.264379	
  26605.000000	     73.655820	     72.678716	      0.001094	     28.264379	
  26610.000000	     73.658323	     72.725085	      0.001086	     27.422310	
  26615.000000	     73.658323	     72.770867	      0.001086	     27.422310	
  26620.000000	     73.662616	     72.815408	      0.001078	     26.213363	
  26625.000000	     73.662616	     72.855997	      0.001078	     26.213363	
  26630.000000	     73.663994	     72.893276	      0.001069	     26.891596	
  26635.000000	     73.663994	     72.930490	      0.001069	     26.891596	
  26640.000000	     73.662029	     72.964299	      0.001062	     44.211338	
  26645.000000	     73.662029	     72.995459	      0.001062	     44.211338	
  26650.000000	     73.633453	     73.026845	      0.001017	     89.080519	
  26655.000000	     73.633453	     73.057397	      0.001017	     89.080519	
  26660.000000	     73.617044	     73.088094	      0.001012	     78.795922	
  26665.000000	     73.617044	     73.117665	      0.001012	     78.795922	
  26670.000000	     73.592790	     73.147469	      0.001010	    149.038250	
  26675.000000	     73.592790	     73.178027	      0.001010	    149.038250	
  26680.000000	     73.564676	     73.206337	      0.001008	    155.785610	
  26685.000000	     73.564676	     73.235178	      0.001008	    155.785610	
  26690.000000	     73.537419	     73.264511	      0.001006	    216.014299	
  26695.000000	     73.537419	     73.293869	      0.001006	    216.014299	
  26700.000000	     73.425460	     73.325060	      0.001003	    107.395951	
  26705.000000	     73.425460	     73.357005	      0.001003	    107.395951	
  26710.000000	     73.414043	     73.390062	      0.001004	     53.736704	
  26715.000000	     73.414043	     73.426087	      0.001004	     53.736704	
  26720.000000	     73.398151	     73.462597	      0.001007	     52.988543	
  26725.000000	     73.398151	     73.494294	      0.001007	     52.988543	
  26730.000000	     73.381689	     73.522117	      0.001010	     64.403644	
  26735.000000	     73.381689	     73.550409	      0.001010	     64.403644	
  26740.000000	     73.370176	     73.581833	      0.001012	     48.698432	
  26745.000000	     73.370176	     73.614566	      0.001012	     48.698432	
  26750.000000	     73.357393	     73.647244	      0.001010	     33.520975	
  26755.000000	     73.357393	     73.682183	      0.001010	     33.520975	
  26760.000000	     73.370513	     73.718384	      0.001005	     47.169191	
  26765.000000	     73.370513	     73.752179	      0.001005	     47.169191	
  26770.000000	     73.378293	     73.784310	      0.001003	     52.126237	
  26775.000000	     73.378293	     73.814262	      0.001003	     52.126237	
  26780.000000	     73.390784	     73.842146	      0.000999	     42.961199	
  26785.000000	     73.390784	     73.870735	      0.000999	     42.961199	
  26790.000000	     73.407599	     73.899441	      0.000994	     70.896766	
  26795.000000	     73.407599	     73.924614	      0.000994	     70.896766	
  26800.000000	     73.526722	     73.947786	      0.000968	    105.954483	
  26805.000000	     73.526722	     73.971285	      0.000968	    105.954483	
  26810.000000	     73.548664	     73.995612	      0.000965	    124.050422	
  26815.000000	     73.548664	     74.022471	      0.000965	    124.050422	
  26820.000000	     73.575339	     74.051977	      0.000961	    122.284018	
  26825.000000	     73.575339	     74.083813	      0.000961	    122.284018	
  26830.000000	     73.604429	     74.117453	      0.000957	    152.298554	
  26835.000000	     73.604429	     74.152679	      0.000957	    152.298554	
  26840.000000	     73.634638	     74.190699	      0.000953	    130.037721	
  26845.000000	     73.634638	     74.229652	      0.000953	    130.037721	
  26850.000000	     73.911190	     74.268895	      0.000902	    251.749634	
  26855.000000	     73.911190	     74.310253	      0.000902	    251.749634	
  26860.000000	     73.961533	     74.349285	      0.000894	    198.941394	
  26865.000000	     73.961533	     74.384512	      0.000894	    198.941394	
  26870.000000	     74.015108	     74.418157	      0.000886	    252.365907	
  26875.000000	     74.015108	     74.450389	      0.000886	    252.365907	
  26880.000000	     74.069637	     74.481928	      0.000878	    279.495120	
  26885.000000	     74.069637	     74.515682	      0.000878	    279.495120	
  26890.000000	     74.122477	     74.551611	      0.000870	    246.267681	
  26895.000000	     74.122477	     74.588052	      0.000870	    246.267681	
  26900.000000	     74.483787	     74.625168	      0.000812	    322.227921	
  26905.000000	     74.483787	     74.661020	      0.000812	    322.227921	
  26910.000000	     74.551506	     74.694468	      0.000804	    325.053955	
  26915.000000	     74.551506	     74.726177	      0.000804	    325.053955	
  26920.000000	     74.626208	     74.756067	      0.000795	    399.183620	
  26925.000000	     74.626208	     74.782441	      0.000795	    399.183620	
  26930.000000	     74.704214	     74.805518	      0.000785	    474.696181	
  26935.000000	     74.704214	     74.828776	      0.000785	    474.696181	
  26940.000000	     74.782694	     74.854468	      0.000773	    445.452899	
  26945.000000	     74.782694	     74.882324	      0.000773	    445.452899	
  26950.000000	     75.301062	     74.911298	      0.000703	    500.260696	
  26955.000000	     75.301062	     74.940665	      0.000703	    500.260696	
  26960.000000	     75.386241	     74.968007	      0.000697	    579.276281	
  26965.000000	     75.386241	     74.994900	      0.000697	    579.276281	
