     time [fs]	           Xi0	       lambda0	      Epot [H]	         T [K]	
      0.000000	     79.667735	     79.937582	      0.000013	    271.686717	
      5.000000	     79.667735	     79.908184	      0.000013	    271.686717	
     10.000000	     79.613782	     79.880188	      0.000016	    259.521281	
     15.000000	     79.613782	     79.851727	      0.000016	    259.521281	
     20.000000	     79.558992	     79.821788	      0.000020	    256.008710	
     25.000000	     79.558992	     79.789655	      0.000020	    256.008710	
     30.000000	     79.505976	     79.756693	      0.000024	    252.701795	
     35.000000	     79.505976	     79.725690	      0.000024	    252.701795	
     40.000000	     79.451758	     79.696128	      0.000030	    241.699465	
     45.000000	     79.451758	     79.666596	      0.000030	    241.699465	
     50.000000	     79.080484	     79.637244	      0.000077	    277.710167	
     55.000000	     79.080484	     79.607415	      0.000077	    277.710167	
     60.000000	     79.020219	     79.576204	      0.000085	    304.343709	
     65.000000	     79.020219	     79.545821	      0.000085	    304.343709	
     70.000000	     78.957652	     79.515042	      0.000091	    268.830734	
     75.000000	     78.957652	     79.484105	      0.000091	    268.830734	
     80.000000	     78.894615	     79.452690	      0.000097	    295.546629	
     85.000000	     78.894615	     79.422302	      0.000097	    295.546629	
     90.000000	     78.833525	     79.396608	      0.000103	    259.854714	
     95.000000	     78.833525	     79.372376	      0.000103	    259.854714	
    100.000000	     78.528731	     79.347308	      0.000145	    153.974304	
    105.000000	     78.528731	     79.323458	      0.000145	    153.974304	
    110.000000	     78.484229	     79.301773	      0.000153	    132.842901	
    115.000000	     78.484229	     79.279690	      0.000153	    132.842901	
    120.000000	     78.437542	     79.256074	      0.000162	    189.616355	
    125.000000	     78.437542	     79.231808	      0.000162	    189.616355	
    130.000000	     78.393656	     79.206079	      0.000169	    153.494547	
    135.000000	     78.393656	     79.179339	      0.000169	    153.494547	
    140.000000	     78.353708	     79.154297	      0.000176	    135.933058	
    145.000000	     78.353708	     79.129316	      0.000176	    135.933058	
    150.000000	     78.195034	     79.104628	      0.000187	     32.255506	
    155.000000	     78.195034	     79.081297	      0.000187	     32.255506	
    160.000000	     78.177502	     79.056462	      0.000186	     24.085106	
    165.000000	     78.177502	     79.033051	      0.000186	     24.085106	
    170.000000	     78.157134	     79.008014	      0.000185	     29.224532	
    175.000000	     78.157134	     78.978130	      0.000185	     29.224532	
    180.000000	     78.134369	     78.950142	      0.000184	     38.106758	
    185.000000	     78.134369	     78.927179	      0.000184	     38.106758	
    190.000000	     78.108785	     78.906553	      0.000184	     39.908349	
    195.000000	     78.108785	     78.884044	      0.000184	     39.908349	
    200.000000	     77.979074	     78.863242	      0.000164	     73.248463	
    205.000000	     77.979074	     78.843985	      0.000164	     73.248463	
    210.000000	     77.960125	     78.825388	      0.000159	     58.132244	
    215.000000	     77.960125	     78.810552	      0.000159	     58.132244	
    220.000000	     77.942671	     78.796685	      0.000154	     94.061982	
    225.000000	     77.942671	     78.783134	      0.000154	     94.061982	
    230.000000	     77.927776	     78.768812	      0.000149	     60.539657	
    235.000000	     77.927776	     78.752756	      0.000149	     60.539657	
    240.000000	     77.914569	     78.738349	      0.000145	     71.470881	
    245.000000	     77.914569	     78.726982	      0.000145	     71.470881	
    250.000000	     77.944046	     78.715124	      0.000109	    126.200468	
    255.000000	     77.944046	     78.703177	      0.000109	    126.200468	
    260.000000	     77.960963	     78.692760	      0.000102	    167.820844	
    265.000000	     77.960963	     78.682241	      0.000102	    167.820844	
    270.000000	     77.973264	     78.671353	      0.000096	    160.460826	
    275.000000	     77.973264	     78.659752	      0.000096	    160.460826	
    280.000000	     77.982667	     78.647635	      0.000091	    184.332334	
    285.000000	     77.982667	     78.636848	      0.000091	    184.332334	
    290.000000	     77.987105	     78.626697	      0.000087	    196.291572	
    295.000000	     77.987105	     78.616115	      0.000087	    196.291572	
    300.000000	     77.992510	     78.606232	      0.000090	    176.870227	
    305.000000	     77.992510	     78.598786	      0.000090	    176.870227	
    310.000000	     77.999973	     78.592972	      0.000094	    254.069078	
    315.000000	     77.999973	     78.588261	      0.000094	    254.069078	
    320.000000	     78.009223	     78.587762	      0.000100	    233.911831	
    325.000000	     78.009223	     78.589593	      0.000100	    233.911831	
    330.000000	     78.014458	     78.589502	      0.000107	    220.801553	
    335.000000	     78.014458	     78.588556	      0.000107	    220.801553	
    340.000000	     78.019646	     78.587622	      0.000116	    286.805984	
    345.000000	     78.019646	     78.586851	      0.000116	    286.805984	
    350.000000	     78.167379	     78.584070	      0.000184	    256.751316	
    355.000000	     78.167379	     78.579952	      0.000184	    256.751316	
    360.000000	     78.195200	     78.574338	      0.000200	    306.043221	
    365.000000	     78.195200	     78.566873	      0.000200	    306.043221	
    370.000000	     78.221729	     78.562490	      0.000216	    247.117860	
    375.000000	     78.221729	     78.560928	      0.000216	    247.117860	
    380.000000	     78.247146	     78.559969	      0.000234	    269.853138	
    385.000000	     78.247146	     78.558329	      0.000234	    269.853138	
    390.000000	     78.271751	     78.554049	      0.000249	    217.697520	
    395.000000	     78.271751	     78.547388	      0.000249	    217.697520	
    400.000000	     78.471157	     78.540378	      0.000376	    359.794863	
    405.000000	     78.471157	     78.532358	      0.000376	    359.794863	
    410.000000	     78.517345	     78.524856	      0.000409	    471.540195	
    415.000000	     78.517345	     78.519047	      0.000409	    471.540195	
    420.000000	     78.559305	     78.512941	      0.000440	    463.707110	
    425.000000	     78.559305	     78.504314	      0.000440	    463.707110	
    430.000000	     78.597770	     78.494837	      0.000470	    322.521563	
    435.000000	     78.597770	     78.483700	      0.000470	    322.521563	
    440.000000	     78.634057	     78.470208	      0.000498	    304.089931	
    445.000000	     78.634057	     78.454195	      0.000498	    304.089931	
    450.000000	     78.852321	     78.436748	      0.000631	    127.336713	
    455.000000	     78.852321	     78.423411	      0.000631	    127.336713	
    460.000000	     78.887402	     78.411699	      0.000650	    157.506206	
    465.000000	     78.887402	     78.399664	      0.000650	    157.506206	
    470.000000	     78.917656	     78.387001	      0.000666	    125.261456	
    475.000000	     78.917656	     78.373535	      0.000666	    125.261456	
    480.000000	     78.948594	     78.360335	      0.000683	     90.064692	
    485.000000	     78.948594	     78.347449	      0.000683	     90.064692	
    490.000000	     78.981462	     78.336695	      0.000702	    132.746041	
    495.000000	     78.981462	     78.326105	      0.000702	    132.746041	
    500.000000	     79.210812	     78.312740	      0.000821	    138.971046	
    505.000000	     79.210812	     78.295371	      0.000821	    138.971046	
    510.000000	     79.255899	     78.275288	      0.000842	    207.952506	
    515.000000	     79.255899	     78.252294	      0.000842	    207.952506	
    520.000000	     79.302042	     78.228546	      0.000856	    179.600423	
    525.000000	     79.302042	     78.204035	      0.000856	    179.600423	
    530.000000	     79.348865	     78.179291	      0.000863	    159.186593	
    535.000000	     79.348865	     78.160990	      0.000863	    159.186593	
    540.000000	     79.393976	     78.146951	      0.000866	    154.084202	
    545.000000	     79.393976	     78.133115	      0.000866	    154.084202	
    550.000000	     79.700680	     78.119531	      0.000790	    236.771626	
    555.000000	     79.700680	     78.107318	      0.000790	    236.771626	
    560.000000	     79.748927	     78.097024	      0.000773	    185.084526	
    565.000000	     79.748927	     78.091194	      0.000773	    185.084526	
    570.000000	     79.795913	     78.087714	      0.000756	    193.478912	
    575.000000	     79.795913	     78.083460	      0.000756	    193.478912	
    580.000000	     79.842455	     78.080498	      0.000740	    170.947443	
    585.000000	     79.842455	     78.078771	      0.000740	    170.947443	
    590.000000	     79.886747	     78.077083	      0.000722	    177.803998	
    595.000000	     79.886747	     78.074528	      0.000722	    177.803998	
    600.000000	     80.058568	     78.071235	      0.000630	     61.501679	
    605.000000	     80.058568	     78.068466	      0.000630	     61.501679	
    610.000000	     80.078698	     78.066178	      0.000612	     85.379837	
    615.000000	     80.078698	     78.064806	      0.000612	     85.379837	
    620.000000	     80.096729	     78.063228	      0.000596	     63.520191	
    625.000000	     80.096729	     78.059617	      0.000596	     63.520191	
    630.000000	     80.116815	     78.054105	      0.000580	     56.988237	
    635.000000	     80.116815	     78.049292	      0.000580	     56.988237	
    640.000000	     80.135921	     78.048152	      0.000561	     81.908476	
    645.000000	     80.135921	     78.051401	      0.000561	     81.908476	
    650.000000	     80.220578	     78.055211	      0.000435	     93.948757	
    655.000000	     80.220578	     78.056106	      0.000435	     93.948757	
    660.000000	     80.226689	     78.052580	      0.000415	     76.108911	
    665.000000	     80.226689	     78.045208	      0.000415	     76.108911	
    670.000000	     80.230002	     78.036493	      0.000395	     92.084468	
    675.000000	     80.230002	     78.024917	      0.000395	     92.084468	
    680.000000	     80.231836	     78.011602	      0.000374	     96.124858	
    685.000000	     80.231836	     78.000900	      0.000374	     96.124858	
    690.000000	     80.233387	     77.990701	      0.000353	    109.197037	
    695.000000	     80.233387	     77.981561	      0.000353	    109.197037	
    700.000000	     80.220030	     77.975357	      0.000243	     71.254157	
    705.000000	     80.220030	     77.966887	      0.000243	     71.254157	
    710.000000	     80.213692	     77.958104	      0.000225	    109.435641	
    715.000000	     80.213692	     77.951752	      0.000225	    109.435641	
    720.000000	     80.198008	     77.943129	      0.000205	    162.908300	
    725.000000	     80.198008	     77.928072	      0.000205	    162.908300	
    730.000000	     80.179220	     77.911197	      0.000185	    188.462724	
    735.000000	     80.179220	     77.894832	      0.000185	    188.462724	
    740.000000	     80.157057	     77.879374	      0.000164	    228.593496	
    745.000000	     80.157057	     77.866919	      0.000164	    228.593496	
    750.000000	     79.957874	     77.855483	      0.000067	    255.345210	
    755.000000	     79.957874	     77.843911	      0.000067	    255.345210	
    760.000000	     79.916860	     77.831798	      0.000056	    312.166774	
    765.000000	     79.916860	     77.819850	      0.000056	    312.166774	
    770.000000	     79.874764	     77.808088	      0.000044	    329.116173	
    775.000000	     79.874764	     77.797845	      0.000044	    329.116173	
    780.000000	     79.835499	     77.786148	      0.000034	    363.693182	
    785.000000	     79.835499	     77.770593	      0.000034	    363.693182	
    790.000000	     79.796800	     77.754170	      0.000024	    403.783446	
    795.000000	     79.796800	     77.740342	      0.000024	    403.783446	
    800.000000	     79.578722	     77.726843	      0.000008	    595.564236	
    805.000000	     79.578722	     77.710822	      0.000008	    595.564236	
    810.000000	     79.533878	     77.694289	      0.000015	    606.392439	
    815.000000	     79.533878	     77.679989	      0.000015	    606.392439	
    820.000000	     79.485387	     77.667427	      0.000025	    597.776647	
    825.000000	     79.485387	     77.654200	      0.000025	    597.776647	
    830.000000	     79.437889	     77.643452	      0.000036	    558.407577	
    835.000000	     79.437889	     77.636795	      0.000036	    558.407577	
    840.000000	     79.392893	     77.632225	      0.000049	    519.825414	
    845.000000	     79.392893	     77.626745	      0.000049	    519.825414	
    850.000000	     79.114152	     77.619989	      0.000179	    564.511785	
    855.000000	     79.114152	     77.613789	      0.000179	    564.511785	
    860.000000	     79.062031	     77.606461	      0.000207	    510.523941	
    865.000000	     79.062031	     77.595510	      0.000207	    510.523941	
    870.000000	     79.003262	     77.583550	      0.000237	    542.078004	
    875.000000	     79.003262	     77.574544	      0.000237	    542.078004	
    880.000000	     78.939447	     77.566657	      0.000268	    571.017398	
    885.000000	     78.939447	     77.560076	      0.000268	    571.017398	
    890.000000	     78.868981	     77.557437	      0.000301	    590.362015	
    895.000000	     78.868981	     77.556987	      0.000301	    590.362015	
    900.000000	     78.392296	     77.558496	      0.000502	    483.418454	
    905.000000	     78.392296	     77.561058	      0.000502	    483.418454	
    910.000000	     78.313608	     77.565312	      0.000535	    545.908434	
    915.000000	     78.313608	     77.570067	      0.000535	    545.908434	
    920.000000	     78.228971	     77.573339	      0.000566	    585.539103	
    925.000000	     78.228971	     77.577590	      0.000566	    585.539103	
    930.000000	     78.137767	     77.584267	      0.000596	    607.672450	
    935.000000	     78.137767	     77.595211	      0.000596	    607.672450	
    940.000000	     78.041272	     77.608126	      0.000630	    704.981518	
    945.000000	     78.041272	     77.616181	      0.000630	    704.981518	
    950.000000	     77.427724	     77.618003	      0.000790	    798.814907	
    955.000000	     77.427724	     77.618865	      0.000790	    798.814907	
    960.000000	     77.323289	     77.620913	      0.000808	    767.060202	
    965.000000	     77.323289	     77.622236	      0.000808	    767.060202	
    970.000000	     77.225050	     77.622184	      0.000821	    713.585355	
    975.000000	     77.225050	     77.620729	      0.000821	    713.585355	
    980.000000	     77.137810	     77.616320	      0.000833	    589.787808	
    985.000000	     77.137810	     77.608526	      0.000833	    589.787808	
    990.000000	     77.059446	     77.601396	      0.000845	    440.768754	
    995.000000	     77.059446	     77.596361	      0.000845	    440.768754	
   1000.000000	     76.605515	     77.588245	      0.000952	    387.896078	
   1005.000000	     76.605515	     77.577487	      0.000952	    387.896078	
   1010.000000	     76.530363	     77.565371	      0.000971	    403.877839	
   1015.000000	     76.530363	     77.550914	      0.000971	    403.877839	
   1020.000000	     76.456551	     77.535348	      0.000987	    371.769820	
   1025.000000	     76.456551	     77.519829	      0.000987	    371.769820	
   1030.000000	     76.379962	     77.502016	      0.001003	    368.384553	
   1035.000000	     76.379962	     77.482128	      0.001003	    368.384553	
   1040.000000	     76.301154	     77.464842	      0.001017	    424.906920	
   1045.000000	     76.301154	     77.449822	      0.001017	    424.906920	
   1050.000000	     75.902290	     77.435183	      0.001070	    224.342730	
   1055.000000	     75.902290	     77.419894	      0.001070	    224.342730	
   1060.000000	     75.851709	     77.403551	      0.001074	    201.688080	
   1065.000000	     75.851709	     77.385027	      0.001074	    201.688080	
   1070.000000	     75.803805	     77.362868	      0.001075	    151.568570	
   1075.000000	     75.803805	     77.338971	      0.001075	    151.568570	
   1080.000000	     75.757362	     77.315797	      0.001073	    175.336111	
   1085.000000	     75.757362	     77.293889	      0.001073	    175.336111	
   1090.000000	     75.713774	     77.271225	      0.001067	    150.134194	
   1095.000000	     75.713774	     77.246739	      0.001067	    150.134194	
   1100.000000	     75.456137	     77.222022	      0.001065	    128.041584	
   1105.000000	     75.456137	     77.196853	      0.001065	    128.041584	
   1110.000000	     75.420090	     77.172332	      0.001068	     97.310750	
   1115.000000	     75.420090	     77.147161	      0.001068	     97.310750	
   1120.000000	     75.387013	     77.120242	      0.001070	     83.736446	
   1125.000000	     75.387013	     77.092321	      0.001070	     83.736446	
   1130.000000	     75.356903	     77.064900	      0.001069	     70.623321	
   1135.000000	     75.356903	     77.038034	      0.001069	     70.623321	
   1140.000000	     75.327229	     77.009406	      0.001066	     69.756343	
   1145.000000	     75.327229	     76.976351	      0.001066	     69.756343	
   1150.000000	     75.128655	     76.937400	      0.001104	     79.018745	
   1155.000000	     75.128655	     76.896953	      0.001104	     79.018745	
   1160.000000	     75.103294	     76.857338	      0.001113	     59.078159	
   1165.000000	     75.103294	     76.818837	      0.001113	     59.078159	
   1170.000000	     75.082993	     76.780956	      0.001119	     33.210911	
   1175.000000	     75.082993	     76.740129	      0.001119	     33.210911	
   1180.000000	     75.064323	     76.695911	      0.001121	     24.576061	
   1185.000000	     75.064323	     76.651113	      0.001121	     24.576061	
   1190.000000	     75.050481	     76.609936	      0.001119	     24.798353	
   1195.000000	     75.050481	     76.570104	      0.001119	     24.798353	
   1200.000000	     75.085645	     76.527498	      0.001058	     17.855007	
   1205.000000	     75.085645	     76.484675	      0.001058	     17.855007	
   1210.000000	     75.095224	     76.443158	      0.001046	     17.676441	
   1215.000000	     75.095224	     76.401086	      0.001046	     17.676441	
   1220.000000	     75.110346	     76.356729	      0.001029	     32.567960	
   1225.000000	     75.110346	     76.308469	      0.001029	     32.567960	
   1230.000000	     75.130681	     76.256257	      0.001009	     69.413087	
   1235.000000	     75.130681	     76.201062	      0.001009	     69.413087	
   1240.000000	     75.156191	     76.141929	      0.000988	     71.343493	
   1245.000000	     75.156191	     76.081927	      0.000988	     71.343493	
   1250.000000	     75.387048	     76.021384	      0.000869	     91.811192	
   1255.000000	     75.387048	     75.960650	      0.000869	     91.811192	
   1260.000000	     75.431661	     75.901512	      0.000850	    137.306966	
   1265.000000	     75.431661	     75.841417	      0.000850	    137.306966	
   1270.000000	     75.478094	     75.783511	      0.000825	    175.373568	
   1275.000000	     75.478094	     75.728190	      0.000825	    175.373568	
   1280.000000	     75.523453	     75.671598	      0.000798	    215.750621	
   1285.000000	     75.523453	     75.614358	      0.000798	    215.750621	
   1290.000000	     75.565557	     75.558139	      0.000772	    211.309941	
   1295.000000	     75.565557	     75.501229	      0.000772	    211.309941	
   1300.000000	     75.781792	     75.443925	      0.000615	    182.549944	
   1305.000000	     75.781792	     75.387655	      0.000615	    182.549944	
   1310.000000	     75.800212	     75.333601	      0.000595	    179.755256	
   1315.000000	     75.800212	     75.285141	      0.000595	    179.755256	
   1320.000000	     75.810914	     75.236864	      0.000579	     96.794219	
   1325.000000	     75.810914	     75.187285	      0.000579	     96.794219	
   1330.000000	     75.818499	     75.138536	      0.000565	     80.378045	
   1335.000000	     75.818499	     75.088917	      0.000565	     80.378045	
   1340.000000	     75.823405	     75.037988	      0.000552	     69.207587	
   1345.000000	     75.823405	     74.988478	      0.000552	     69.207587	
   1350.000000	     75.813719	     74.941857	      0.000484	    102.423734	
   1355.000000	     75.813719	     74.893218	      0.000484	    102.423734	
   1360.000000	     75.802189	     74.840936	      0.000474	    129.241985	
   1365.000000	     75.802189	     74.787369	      0.000474	    129.241985	
   1370.000000	     75.784891	     74.731311	      0.000467	    136.089243	
   1375.000000	     75.784891	     74.671763	      0.000467	    136.089243	
   1380.000000	     75.758279	     74.611252	      0.000461	    142.672525	
   1385.000000	     75.758279	     74.550264	      0.000461	    142.672525	
   1390.000000	     75.727812	     74.487771	      0.000458	    205.130713	
   1395.000000	     75.727812	     74.421982	      0.000458	    205.130713	
   1400.000000	     75.598598	     74.353209	      0.000445	    135.428269	
   1405.000000	     75.598598	     74.281348	      0.000445	    135.428269	
   1410.000000	     75.578024	     74.209569	      0.000444	    148.967433	
   1415.000000	     75.578024	     74.137897	      0.000444	    148.967433	
   1420.000000	     75.555634	     74.066131	      0.000445	    112.874097	
   1425.000000	     75.555634	     73.995703	      0.000445	    112.874097	
   1430.000000	     75.534916	     73.927583	      0.000445	    104.413142	
   1435.000000	     75.534916	     73.864569	      0.000445	    104.413142	
   1440.000000	     75.512941	     73.801186	      0.000446	    120.274775	
   1445.000000	     75.512941	     73.736495	      0.000446	    120.274775	
   1450.000000	     75.419295	     73.673377	      0.000458	    181.702228	
   1455.000000	     75.419295	     73.612673	      0.000458	    181.702228	
   1460.000000	     75.408085	     73.557126	      0.000461	    153.590516	
   1465.000000	     75.408085	     73.503858	      0.000461	    153.590516	
   1470.000000	     75.397323	     73.448677	      0.000466	    216.740748	
   1475.000000	     75.397323	     73.391714	      0.000466	    216.740748	
   1480.000000	     75.384189	     73.334720	      0.000472	    185.355875	
   1485.000000	     75.384189	     73.279149	      0.000472	    185.355875	
   1490.000000	     75.366362	     73.225863	      0.000480	    177.541898	
   1495.000000	     75.366362	     73.174398	      0.000480	    177.541898	
   1500.000000	     75.157790	     73.122317	      0.000584	    328.934262	
   1505.000000	     75.157790	     73.070636	      0.000584	    328.934262	
   1510.000000	     75.102400	     73.019754	      0.000607	    342.763445	
   1515.000000	     75.102400	     72.968037	      0.000607	    342.763445	
   1520.000000	     75.040128	     72.914998	      0.000632	    358.271720	
   1525.000000	     75.040128	     72.858962	      0.000632	    358.271720	
   1530.000000	     74.974433	     72.800234	      0.000656	    365.619058	
   1535.000000	     74.974433	     72.742234	      0.000656	    365.619058	
   1540.000000	     74.910706	     72.685047	      0.000680	    369.591642	
   1545.000000	     74.910706	     72.628654	      0.000680	    369.591642	
   1550.000000	     74.434777	     72.570248	      0.000847	    514.680108	
   1555.000000	     74.434777	     72.507946	      0.000847	    514.680108	
   1560.000000	     74.349925	     72.446256	      0.000875	    545.889094	
   1565.000000	     74.349925	     72.386956	      0.000875	    545.889094	
   1570.000000	     74.271029	     72.332255	      0.000903	    460.116483	
   1575.000000	     74.271029	     72.276911	      0.000903	    460.116483	
   1580.000000	     74.190546	     72.215808	      0.000932	    419.402692	
   1585.000000	     74.190546	     72.153659	      0.000932	    419.402692	
   1590.000000	     74.102650	     72.091366	      0.000965	    509.675457	
   1595.000000	     74.102650	     72.025249	      0.000965	    509.675457	
   1600.000000	     73.548357	     71.959693	      0.001177	    624.858839	
   1605.000000	     73.548357	     71.898801	      0.001177	    624.858839	
   1610.000000	     73.459944	     71.843498	      0.001218	    594.243766	
   1615.000000	     73.459944	     71.799161	      0.001218	    594.243766	
   1620.000000	     73.369104	     71.765448	      0.001261	    573.713396	
   1625.000000	     73.369104	     71.744158	      0.001261	    573.713396	
   1630.000000	     73.274196	     71.735500	      0.001307	    680.336668	
   1635.000000	     73.274196	     71.737243	      0.001307	    680.336668	
   1640.000000	     73.179326	     71.749877	      0.001351	    671.528697	
   1645.000000	     73.179326	     71.773434	      0.001351	    671.528697	
   1650.000000	     72.645888	     71.806201	      0.001623	    558.830094	
   1655.000000	     72.645888	     71.845540	      0.001623	    558.830094	
   1660.000000	     72.555937	     71.886498	      0.001670	    584.924666	
   1665.000000	     72.555937	     71.929472	      0.001670	    584.924666	
   1670.000000	     72.464667	     71.977886	      0.001717	    579.883251	
   1675.000000	     72.464667	     72.026237	      0.001717	    579.883251	
   1680.000000	     72.376290	     72.072599	      0.001766	    620.598296	
   1685.000000	     72.376290	     72.120448	      0.001766	    620.598296	
   1690.000000	     72.294254	     72.169760	      0.001814	    528.321584	
   1695.000000	     72.294254	     72.217921	      0.001814	    528.321584	
   1700.000000	     71.875107	     72.267832	      0.002127	    439.268455	
   1705.000000	     71.875107	     72.321201	      0.002127	    439.268455	
   1710.000000	     71.813028	     72.374540	      0.002180	    397.733462	
   1715.000000	     71.813028	     72.427403	      0.002180	    397.733462	
   1720.000000	     71.750247	     72.480206	      0.002233	    342.702253	
   1725.000000	     71.750247	     72.530647	      0.002233	    342.702253	
   1730.000000	     71.687634	     72.578806	      0.002286	    384.065128	
   1735.000000	     71.687634	     72.627891	      0.002286	    384.065128	
   1740.000000	     71.623479	     72.678208	      0.002338	    341.205494	
   1745.000000	     71.623479	     72.728250	      0.002338	    341.205494	
   1750.000000	     71.294719	     72.775663	      0.002583	    188.237874	
   1755.000000	     71.294719	     72.818926	      0.002583	    188.237874	
   1760.000000	     71.261881	     72.861638	      0.002604	     81.843086	
   1765.000000	     71.261881	     72.906054	      0.002604	     81.843086	
   1770.000000	     71.226993	     72.947775	      0.002622	     72.025149	
   1775.000000	     71.226993	     72.985922	      0.002622	     72.025149	
   1780.000000	     71.190694	     73.021949	      0.002637	     95.485214	
   1785.000000	     71.190694	     73.053916	      0.002637	     95.485214	
   1790.000000	     71.157975	     73.081662	      0.002646	     83.932115	
   1795.000000	     71.157975	     73.108997	      0.002646	     83.932115	
   1800.000000	     71.044667	     73.134869	      0.002634	     30.810332	
   1805.000000	     71.044667	     73.158417	      0.002634	     30.810332	
   1810.000000	     71.035219	     73.182170	      0.002624	     37.880123	
   1815.000000	     71.035219	     73.206983	      0.002624	     37.880123	
   1820.000000	     71.022571	     73.230688	      0.002616	     28.039529	
   1825.000000	     71.022571	     73.252490	      0.002616	     28.039529	
   1830.000000	     71.007113	     73.274203	      0.002606	     48.168998	
   1835.000000	     71.007113	     73.290856	      0.002606	     48.168998	
   1840.000000	     70.992864	     73.301466	      0.002594	     61.060364	
   1845.000000	     70.992864	     73.309323	      0.002594	     61.060364	
   1850.000000	     71.069698	     73.313572	      0.002396	    240.244009	
   1855.000000	     71.069698	     73.313869	      0.002396	    240.244009	
   1860.000000	     71.105106	     73.313053	      0.002346	    283.931337	
   1865.000000	     71.105106	     73.312179	      0.002346	    283.931337	
   1870.000000	     71.141520	     73.310204	      0.002297	    303.788650	
   1875.000000	     71.141520	     73.306094	      0.002297	    303.788650	
   1880.000000	     71.178631	     73.301437	      0.002246	    322.937725	
   1885.000000	     71.178631	     73.298128	      0.002246	    322.937725	
   1890.000000	     71.216965	     73.294701	      0.002195	    350.461322	
   1895.000000	     71.216965	     73.291368	      0.002195	    350.461322	
   1900.000000	     71.445016	     73.288529	      0.001932	    336.594769	
   1905.000000	     71.445016	     73.285751	      0.001932	    336.594769	
   1910.000000	     71.485091	     73.282092	      0.001890	    373.163038	
   1915.000000	     71.485091	     73.275694	      0.001890	    373.163038	
   1920.000000	     71.526166	     73.267213	      0.001848	    423.669442	
   1925.000000	     71.526166	     73.258853	      0.001848	    423.669442	
   1930.000000	     71.571347	     73.250360	      0.001806	    484.557369	
   1935.000000	     71.571347	     73.242538	      0.001806	    484.557369	
   1940.000000	     71.622412	     73.235864	      0.001763	    526.796180	
   1945.000000	     71.622412	     73.230456	      0.001763	    526.796180	
   1950.000000	     72.082926	     73.226836	      0.001485	   1093.928495	
   1955.000000	     72.082926	     73.221709	      0.001485	   1093.928495	
   1960.000000	     72.176406	     73.217315	      0.001441	   1093.233978	
   1965.000000	     72.176406	     73.215607	      0.001441	   1093.233978	
   1970.000000	     72.275621	     73.211769	      0.001399	   1112.449736	
   1975.000000	     72.275621	     73.204108	      0.001399	   1112.449736	
   1980.000000	     72.380924	     73.193241	      0.001359	   1308.695574	
   1985.000000	     72.380924	     73.178773	      0.001359	   1308.695574	
   1990.000000	     72.486904	     73.162772	      0.001322	   1358.996749	
   1995.000000	     72.486904	     73.146314	      0.001322	   1358.996749	
   2000.000000	     73.142099	     73.127969	      0.001175	   1385.267362	
   2005.000000	     73.142099	     73.110540	      0.001175	   1385.267362	
   2010.000000	     73.256156	     73.096106	      0.001163	   1492.567059	
   2015.000000	     73.256156	     73.079986	      0.001163	   1492.567059	
   2020.000000	     73.366621	     73.061618	      0.001158	   1484.425563	
   2025.000000	     73.366621	     73.042387	      0.001158	   1484.425563	
   2030.000000	     73.469099	     73.021949	      0.001157	   1382.972763	
   2035.000000	     73.469099	     72.999240	      0.001157	   1382.972763	
   2040.000000	     73.564873	     72.971896	      0.001163	   1181.222103	
   2045.000000	     73.564873	     72.940432	      0.001163	   1181.222103	
   2050.000000	     74.156767	     72.908647	      0.001256	   1182.507227	
   2055.000000	     74.156767	     72.880124	      0.001256	   1182.507227	
   2060.000000	     74.254476	     72.852604	      0.001279	   1126.661773	
   2065.000000	     74.254476	     72.825953	      0.001279	   1126.661773	
   2070.000000	     74.345186	     72.802256	      0.001305	   1014.101467	
   2075.000000	     74.345186	     72.780367	      0.001305	   1014.101467	
   2080.000000	     74.431563	     72.760340	      0.001332	    910.370460	
   2085.000000	     74.431563	     72.740063	      0.001332	    910.370460	
   2090.000000	     74.515748	     72.718485	      0.001355	    797.971047	
   2095.000000	     74.515748	     72.699974	      0.001355	    797.971047	
   2100.000000	     74.942822	     72.683192	      0.001456	    367.016561	
   2105.000000	     74.942822	     72.667785	      0.001456	    367.016561	
   2110.000000	     74.996555	     72.655633	      0.001470	    276.813032	
   2115.000000	     74.996555	     72.646627	      0.001470	    276.813032	
   2120.000000	     75.043707	     72.640486	      0.001483	    253.844453	
   2125.000000	     75.043707	     72.635861	      0.001483	    253.844453	
   2130.000000	     75.083528	     72.631789	      0.001490	    157.569584	
   2135.000000	     75.083528	     72.626136	      0.001490	    157.569584	
   2140.000000	     75.121088	     72.620271	      0.001491	    108.662311	
   2145.000000	     75.121088	     72.615539	      0.001491	    108.662311	
   2150.000000	     75.260479	     72.612287	      0.001494	     17.536368	
   2155.000000	     75.260479	     72.613054	      0.001494	     17.536368	
   2160.000000	     75.274849	     72.617797	      0.001497	     14.943475	
   2165.000000	     75.274849	     72.622627	      0.001497	     14.943475	
   2170.000000	     75.290563	     72.625263	      0.001495	     19.780905	
   2175.000000	     75.290563	     72.628583	      0.001495	     19.780905	
   2180.000000	     75.308282	     72.633717	      0.001485	     17.363126	
   2185.000000	     75.308282	     72.641096	      0.001485	     17.363126	
   2190.000000	     75.322520	     72.652308	      0.001471	     33.001839	
   2195.000000	     75.322520	     72.666206	      0.001471	     33.001839	
   2200.000000	     75.341114	     72.680347	      0.001363	     40.075275	
