     time [fs]	           Xi0	      Epot [H]	         T [K]	
  42940.000000	    166.778071	      0.001301	    949.084823	
  42945.000000	    166.887123	      0.001316	   1010.063769	
  42950.000000	    166.990751	      0.001332	    934.408916	
  42955.000000	    167.088527	      0.001346	    850.233613	
  42960.000000	    167.182116	      0.001359	    804.832634	
  42965.000000	    167.275882	      0.001373	    782.794501	
  42970.000000	    167.370356	      0.001387	    874.208442	
  42975.000000	    167.461816	      0.001402	    895.948725	
  42980.000000	    167.551475	      0.001419	    824.415140	
  42985.000000	    167.639634	      0.001438	    796.364267	
  42990.000000	    167.733578	      0.001460	    772.266041	
  42995.000000	    167.833006	      0.001486	    983.893128	
  43000.000000	    167.926714	      0.001513	    978.931134	
  43005.000000	    168.014335	      0.001539	    848.769623	
  43010.000000	    168.097524	      0.001566	    790.883987	
  43015.000000	    168.180230	      0.001594	    719.166533	
  43020.000000	    168.260245	      0.001624	    749.614952	
  43025.000000	    168.335583	      0.001654	    603.509789	
  43030.000000	    168.412626	      0.001686	    579.104320	
  43035.000000	    168.491737	      0.001721	    602.318756	
  43040.000000	    168.569508	      0.001756	    617.103869	
  43045.000000	    168.644981	      0.001792	    573.808970	
  43050.000000	    168.722400	      0.001830	    543.806294	
  43055.000000	    168.799527	      0.001869	    603.970557	
  43060.000000	    168.870381	      0.001906	    520.697421	
  43065.000000	    168.937646	      0.001942	    411.814389	
  43070.000000	    169.005517	      0.001980	    449.803286	
  43075.000000	    169.073061	      0.002020	    476.030824	
  43080.000000	    169.138985	      0.002060	    492.690697	
  43085.000000	    169.206414	      0.002104	    498.743899	
  43090.000000	    169.274512	      0.002150	    579.157862	
  43095.000000	    169.335492	      0.002195	    541.310891	
  43100.000000	    169.388476	      0.002239	    489.368609	
  43105.000000	    169.438754	      0.002283	    490.728193	
  43110.000000	    169.490693	      0.002331	    483.726035	
  43115.000000	    169.544815	      0.002383	    545.501717	
  43120.000000	    169.598993	      0.002436	    539.162480	
  43125.000000	    169.655948	      0.002493	    538.991398	
  43130.000000	    169.715710	      0.002552	    546.649346	
  43135.000000	    169.774346	      0.002612	    554.615199	
  43140.000000	    169.832349	      0.002670	    480.003182	
  43145.000000	    169.891543	      0.002730	    458.006261	
  43150.000000	    169.951064	      0.002789	    442.135480	
  43155.000000	    170.009872	      0.002847	    413.678979	
  43160.000000	    170.068204	      0.002905	    377.888509	
  43165.000000	    170.122369	      0.002962	    371.750890	
  43170.000000	    170.166949	      0.003016	    321.188210	
  43175.000000	    170.197274	      0.003064	    285.092882	
  43180.000000	    170.209999	      0.003099	    184.673353	
  43185.000000	    170.204324	      0.003120	    123.214666	
  43190.000000	    170.177253	      0.003131	    102.736400	
  43195.000000	    170.132488	      0.003135	    223.694492	
  43200.000000	    170.077860	      0.003134	    292.239655	
  43205.000000	    170.017270	      0.003131	    355.567898	
  43210.000000	    169.953553	      0.003124	    366.823387	
  43215.000000	    169.890351	      0.003115	    386.800266	
  43220.000000	    169.829547	      0.003103	    311.790203	
  43225.000000	    169.766167	      0.003087	    288.595567	
  43230.000000	    169.701261	      0.003072	    337.982495	
  43235.000000	    169.637165	      0.003052	    309.836853	
  43240.000000	    169.576033	      0.003033	    291.443112	
  43245.000000	    169.517499	      0.003020	    250.256510	
  43250.000000	    169.458330	      0.003005	    277.616095	
  43255.000000	    169.401063	      0.002988	    252.296057	
  43260.000000	    169.347531	      0.002974	    219.338702	
  43265.000000	    169.296114	      0.002961	    203.374058	
  43270.000000	    169.247222	      0.002948	    185.894152	
  43275.000000	    169.198108	      0.002935	    162.574438	
  43280.000000	    169.144682	      0.002918	    188.433758	
  43285.000000	    169.091684	      0.002895	    213.079939	
  43290.000000	    169.043430	      0.002870	    171.707598	
  43295.000000	    168.997564	      0.002839	    144.455013	
  43300.000000	    168.949193	      0.002803	    160.339735	
  43305.000000	    168.899144	      0.002767	    188.499699	
  43310.000000	    168.847810	      0.002728	    180.863696	
  43315.000000	    168.793033	      0.002688	    217.284681	
  43320.000000	    168.736277	      0.002650	    231.606273	
  43325.000000	    168.678763	      0.002617	    232.001046	
  43330.000000	    168.619100	      0.002585	    225.296231	
  43335.000000	    168.560969	      0.002553	    260.389786	
  43340.000000	    168.505510	      0.002519	    205.030910	
  43345.000000	    168.449567	      0.002486	    226.005797	
  43350.000000	    168.397758	      0.002455	    212.895627	
  43355.000000	    168.347842	      0.002425	    164.962945	
  43360.000000	    168.297420	      0.002397	    184.990186	
  43365.000000	    168.251576	      0.002372	    168.678880	
  43370.000000	    168.210769	      0.002353	    122.020934	
  43375.000000	    168.172743	      0.002335	    103.792318	
  43380.000000	    168.134950	      0.002318	     91.720329	
  43385.000000	    168.097424	      0.002299	    101.230336	
  43390.000000	    168.059204	      0.002274	     92.719172	
  43395.000000	    168.019135	      0.002246	    123.946843	
  43400.000000	    167.977303	      0.002215	    121.569107	
  43405.000000	    167.929717	      0.002174	    168.410195	
  43410.000000	    167.875707	      0.002126	    258.506392	
  43415.000000	    167.824902	      0.002079	    309.546165	
  43420.000000	    167.777122	      0.002030	    242.528555	
  43425.000000	    167.727817	      0.001978	    316.958410	
  43430.000000	    167.679983	      0.001929	    315.838635	
  43435.000000	    167.632841	      0.001880	    295.630156	
  43440.000000	    167.583394	      0.001829	    308.836810	
  43445.000000	    167.531101	      0.001777	    383.977288	
  43450.000000	    167.477937	      0.001727	    370.064662	
  43455.000000	    167.428122	      0.001682	    368.950994	
  43460.000000	    167.388263	      0.001644	    262.300200	
  43465.000000	    167.355740	      0.001608	    210.859005	
  43470.000000	    167.324286	      0.001573	    206.342578	
  43475.000000	    167.290761	      0.001538	    208.874509	
  43480.000000	    167.255612	      0.001503	    233.098011	
  43485.000000	    167.222205	      0.001469	    219.242683	
  43490.000000	    167.190699	      0.001434	    260.906743	
  43495.000000	    167.161695	      0.001400	    251.637141	
  43500.000000	    167.132770	      0.001366	    298.698001	
  43505.000000	    167.098982	      0.001332	    328.963426	
  43510.000000	    167.060916	      0.001299	    313.458283	
  43515.000000	    167.020503	      0.001265	    305.896816	
  43520.000000	    166.977849	      0.001231	    400.324333	
  43525.000000	    166.932444	      0.001197	    435.095970	
  43530.000000	    166.881750	      0.001163	    412.179226	
  43535.000000	    166.827608	      0.001129	    517.009994	
  43540.000000	    166.775012	      0.001096	    542.206674	
  43545.000000	    166.719663	      0.001064	    635.467447	
  43550.000000	    166.659767	      0.001032	    789.025211	
  43555.000000	    166.597275	      0.001003	    770.249595	
  43560.000000	    166.534794	      0.000978	    750.900695	
  43565.000000	    166.477033	      0.000956	    762.262884	
  43570.000000	    166.416484	      0.000937	    741.918125	
  43575.000000	    166.351780	      0.000920	    834.430523	
  43580.000000	    166.288794	      0.000907	    783.683369	
  43585.000000	    166.224791	      0.000896	    754.496209	
  43590.000000	    166.154950	      0.000886	    722.992443	
  43595.000000	    166.075746	      0.000876	    830.417577	
  43600.000000	    165.997099	      0.000870	    972.418376	
  43605.000000	    165.923214	      0.000869	    902.704810	
  43610.000000	    165.847065	      0.000870	    873.176537	
  43615.000000	    165.767313	      0.000871	    829.108968	
  43620.000000	    165.689018	      0.000875	    876.442679	
  43625.000000	    165.610276	      0.000882	    824.727832	
  43630.000000	    165.530153	      0.000887	    828.184038	
  43635.000000	    165.452459	      0.000892	    692.542881	
  43640.000000	    165.376542	      0.000897	    632.117698	
  43645.000000	    165.299705	      0.000902	    594.990964	
  43650.000000	    165.222542	      0.000907	    593.956754	
  43655.000000	    165.143488	      0.000910	    544.637098	
  43660.000000	    165.058884	      0.000906	    575.668317	
  43665.000000	    164.976139	      0.000898	    537.740882	
  43670.000000	    164.895553	      0.000893	    462.001225	
  43675.000000	    164.818328	      0.000890	    492.305759	
  43680.000000	    164.746802	      0.000891	    414.340529	
  43685.000000	    164.675661	      0.000892	    404.147675	
  43690.000000	    164.603944	      0.000892	    395.647393	
  43695.000000	    164.530971	      0.000892	    395.082846	
  43700.000000	    164.457127	      0.000893	    420.262091	
  43705.000000	    164.387392	      0.000896	    418.460998	
  43710.000000	    164.324430	      0.000900	    350.146455	
  43715.000000	    164.264296	      0.000905	    289.242406	
  43720.000000	    164.208159	      0.000912	    295.929583	
  43725.000000	    164.157613	      0.000921	    237.440531	
  43730.000000	    164.110212	      0.000929	    217.934114	
  43735.000000	    164.063817	      0.000936	    177.928375	
  43740.000000	    164.018526	      0.000943	    184.883527	
  43745.000000	    163.976566	      0.000949	    161.125591	
  43750.000000	    163.937815	      0.000953	    131.317456	
  43755.000000	    163.903015	      0.000959	    109.135371	
  43760.000000	    163.873772	      0.000967	     93.133183	
  43765.000000	    163.847793	      0.000973	     73.003673	
  43770.000000	    163.819498	      0.000977	     52.773299	
  43775.000000	    163.791812	      0.000981	     74.855712	
  43780.000000	    163.765934	      0.000984	     49.442570	
  43785.000000	    163.736642	      0.000989	     56.082885	
  43790.000000	    163.707684	      0.000995	     85.710725	
  43795.000000	    163.683037	      0.001003	     57.785285	
  43800.000000	    163.660545	      0.001015	     65.424428	
  43805.000000	    163.636383	      0.001027	     64.350516	
  43810.000000	    163.607744	      0.001036	     70.200039	
  43815.000000	    163.576402	      0.001044	     87.066851	
  43820.000000	    163.543360	      0.001048	     82.254919	
  43825.000000	    163.512185	      0.001053	     87.709883	
  43830.000000	    163.487818	      0.001058	     65.999918	
  43835.000000	    163.466023	      0.001065	     34.129110	
  43840.000000	    163.445094	      0.001077	     52.452867	
  43845.000000	    163.431337	      0.001092	     61.885868	
  43850.000000	    163.420298	      0.001101	     26.196109	
  43855.000000	    163.406595	      0.001107	     19.628069	
  43860.000000	    163.393870	      0.001113	     19.993179	
  43865.000000	    163.383425	      0.001117	     12.554736	
  43870.000000	    163.375319	      0.001121	     10.335040	
  43875.000000	    163.367157	      0.001119	      3.647104	
  43880.000000	    163.358654	      0.001113	      8.037863	
  43885.000000	    163.353253	      0.001106	      6.278788	
  43890.000000	    163.353357	      0.001099	      5.971251	
  43895.000000	    163.360737	      0.001089	      6.547032	
  43900.000000	    163.372054	      0.001077	     31.092657	
  43905.000000	    163.382827	      0.001067	     22.908488	
  43910.000000	    163.397962	      0.001057	     21.439413	
  43915.000000	    163.418631	      0.001046	     45.050836	
  43920.000000	    163.438090	      0.001033	     59.184166	
  43925.000000	    163.458149	      0.001018	     46.953235	
  43930.000000	    163.482062	      0.000997	     85.887043	
  43935.000000	    163.506285	      0.000974	    132.345843	
  43940.000000	    163.528439	      0.000954	    122.713585	
  43945.000000	    163.550209	      0.000938	     85.029822	
  43950.000000	    163.571103	      0.000927	     77.512039	
  43955.000000	    163.587680	      0.000916	     41.510876	
  43960.000000	    163.600263	      0.000901	     53.513891	
  43965.000000	    163.611990	      0.000885	     46.291717	
  43970.000000	    163.621168	      0.000869	     61.537848	
  43975.000000	    163.624256	      0.000853	     38.638521	
  43980.000000	    163.624913	      0.000833	     49.299852	
  43985.000000	    163.626467	      0.000812	     77.000796	
  43990.000000	    163.626117	      0.000788	     82.393213	
  43995.000000	    163.622237	      0.000765	    109.555445	
  44000.000000	    163.618604	      0.000747	     71.768831	
  44005.000000	    163.617213	      0.000730	     46.562961	
  44010.000000	    163.613527	      0.000710	     64.107097	
  44015.000000	    163.609910	      0.000690	     82.850709	
  44020.000000	    163.609497	      0.000670	     81.369159	
  44025.000000	    163.610374	      0.000650	     90.601645	
  44030.000000	    163.613141	      0.000629	     95.083806	
  44035.000000	    163.617360	      0.000607	    134.584695	
  44040.000000	    163.620410	      0.000586	    126.869875	
  44045.000000	    163.623411	      0.000567	    130.618732	
  44050.000000	    163.629973	      0.000548	    115.781559	
  44055.000000	    163.639281	      0.000529	    143.246383	
  44060.000000	    163.645531	      0.000511	    160.953617	
  44065.000000	    163.649794	      0.000496	    105.405491	
  44070.000000	    163.659086	      0.000482	    109.147678	
  44075.000000	    163.670716	      0.000469	    112.792123	
  44080.000000	    163.685165	      0.000457	    101.662060	
  44085.000000	    163.701157	      0.000446	    147.342860	
  44090.000000	    163.711358	      0.000435	     98.932693	
  44095.000000	    163.717712	      0.000422	    107.412778	
  44100.000000	    163.724114	      0.000409	    165.479298	
  44105.000000	    163.729146	      0.000396	    135.864638	
  44110.000000	    163.733419	      0.000383	    181.883444	
  44115.000000	    163.740327	      0.000370	    202.667855	
  44120.000000	    163.748264	      0.000360	    203.235950	
  44125.000000	    163.760660	      0.000352	    185.795827	
  44130.000000	    163.774648	      0.000345	    182.714987	
  44135.000000	    163.785222	      0.000339	    168.780763	
  44140.000000	    163.797904	      0.000334	    144.901925	
  44145.000000	    163.817270	      0.000332	    152.384188	
  44150.000000	    163.837692	      0.000330	    173.340657	
  44155.000000	    163.852698	      0.000329	    136.671206	
  44160.000000	    163.866682	      0.000329	     97.008505	
  44165.000000	    163.883785	      0.000329	     89.845615	
  44170.000000	    163.899920	      0.000330	     94.723651	
  44175.000000	    163.907300	      0.000330	    109.535077	
  44180.000000	    163.909927	      0.000329	     53.407261	
  44185.000000	    163.914719	      0.000329	     81.941849	
  44190.000000	    163.924152	      0.000330	     73.844245	
  44195.000000	    163.932606	      0.000332	     61.354562	
  44200.000000	    163.939871	      0.000334	     55.360981	
  44205.000000	    163.948292	      0.000336	     71.714704	
  44210.000000	    163.953649	      0.000338	     63.505911	
  44215.000000	    163.959162	      0.000340	     42.497896	
  44220.000000	    163.963898	      0.000342	     50.974725	
  44225.000000	    163.970071	      0.000345	     48.694204	
  44230.000000	    163.980189	      0.000348	     26.868294	
  44235.000000	    163.990479	      0.000350	     14.778583	
  44240.000000	    163.999575	      0.000353	     14.780588	
  44245.000000	    164.005864	      0.000355	      8.608149	
  44250.000000	    164.014313	      0.000357	      9.177952	
  44255.000000	    164.025828	      0.000360	     22.389164	
  44260.000000	    164.037789	      0.000363	     14.690057	
  44265.000000	    164.050502	      0.000366	     13.672601	
  44270.000000	    164.062194	      0.000368	     12.615209	
  44275.000000	    164.075412	      0.000371	      8.813439	
  44280.000000	    164.086822	      0.000372	     15.734784	
  44285.000000	    164.097641	      0.000374	      5.637798	
  44290.000000	    164.110016	      0.000376	     17.559815	
  44295.000000	    164.120582	      0.000377	      9.082496	
  44300.000000	    164.126212	      0.000377	     10.138463	
  44305.000000	    164.125735	      0.000376	      8.060009	
  44310.000000	    164.129446	      0.000377	      3.412476	
  44315.000000	    164.141842	      0.000379	      8.050401	
  44320.000000	    164.156077	      0.000381	     16.612568	
  44325.000000	    164.167701	      0.000383	     12.223076	
  44330.000000	    164.177139	      0.000385	      7.335785	
  44335.000000	    164.185604	      0.000387	      5.668268	
  44340.000000	    164.195214	      0.000389	      5.469567	
  44345.000000	    164.204771	      0.000391	     10.094659	
  44350.000000	    164.216373	      0.000394	      7.610273	
  44355.000000	    164.230664	      0.000398	     18.257110	
  44360.000000	    164.244221	      0.000401	     14.324717	
  44365.000000	    164.255679	      0.000403	     12.667127	
  44370.000000	    164.261642	      0.000406	     17.478702	
  44375.000000	    164.258959	      0.000406	      6.241268	
  44380.000000	    164.248828	      0.000406	     17.084401	
  44385.000000	    164.234997	      0.000405	     29.618724	
  44390.000000	    164.217251	      0.000403	     26.412814	
  44395.000000	    164.197359	      0.000400	     34.494743	
  44400.000000	    164.175250	      0.000398	     36.055935	
  44405.000000	    164.153435	      0.000396	     51.552968	
  44410.000000	    164.134779	      0.000394	     39.500680	
  44415.000000	    164.114428	      0.000391	     32.929372	
  44420.000000	    164.098091	      0.000389	     35.995558	
  44425.000000	    164.085748	      0.000387	     11.398242	
  44430.000000	    164.068914	      0.000384	     14.844049	
  44435.000000	    164.047542	      0.000379	     27.234266	
  44440.000000	    164.027243	      0.000373	     40.087147	
  44445.000000	    164.013452	      0.000369	     38.388398	
  44450.000000	    164.006111	      0.000365	     32.516524	
  44455.000000	    164.001436	      0.000361	     39.565122	
  44460.000000	    163.999849	      0.000359	     33.809320	
  44465.000000	    164.000850	      0.000357	     21.030244	
  44470.000000	    164.004592	      0.000356	     15.276855	
  44475.000000	    164.012526	      0.000356	     23.419544	
  44480.000000	    164.021768	      0.000356	     43.499613	
  44485.000000	    164.032713	      0.000356	     38.254035	
  44490.000000	    164.048946	      0.000358	     39.926327	
  44495.000000	    164.069709	      0.000360	     48.174023	
  44500.000000	    164.085517	      0.000362	     65.117603	
  44505.000000	    164.093576	      0.000363	     17.806553	
  44510.000000	    164.101657	      0.000364	     16.356255	
  44515.000000	    164.112126	      0.000366	     27.030841	
  44520.000000	    164.119941	      0.000367	     27.489128	
  44525.000000	    164.123539	      0.000367	     15.727724	
  44530.000000	    164.124319	      0.000367	      9.789827	
  44535.000000	    164.121407	      0.000366	     17.689606	
  44540.000000	    164.111649	      0.000364	     12.568941	
  44545.000000	    164.098334	      0.000362	     36.296945	
  44550.000000	    164.086868	      0.000360	     36.492792	
  44555.000000	    164.074407	      0.000358	     45.445157	
  44560.000000	    164.064563	      0.000357	     35.245741	
  44565.000000	    164.061751	      0.000357	     18.253998	
  44570.000000	    164.059191	      0.000357	     14.114320	
  44575.000000	    164.053890	      0.000356	      6.355986	
  44580.000000	    164.047622	      0.000356	      6.770168	
  44585.000000	    164.038043	      0.000355	     31.919941	
  44590.000000	    164.028079	      0.000355	     46.467889	
  44595.000000	    164.023298	      0.000355	     42.547252	
  44600.000000	    164.020453	      0.000356	     25.857559	
  44605.000000	    164.016400	      0.000357	     31.320344	
  44610.000000	    164.012889	      0.000359	     40.571197	
  44615.000000	    164.007355	      0.000360	     19.425522	
  44620.000000	    163.999753	      0.000360	     33.691751	
  44625.000000	    163.993785	      0.000361	     21.002169	
  44630.000000	    163.987134	      0.000361	     14.367609	
  44635.000000	    163.976928	      0.000360	     13.464310	
  44640.000000	    163.966520	      0.000358	     10.559973	
  44645.000000	    163.960886	      0.000358	      5.385080	
  44650.000000	    163.955193	      0.000358	      2.886437	
  44655.000000	    163.945408	      0.000357	      9.062974	
  44660.000000	    163.936547	      0.000356	      8.949164	
  44665.000000	    163.927994	      0.000355	      4.991306	
  44670.000000	    163.916711	      0.000353	      8.075812	
  44675.000000	    163.908867	      0.000352	      9.990814	
  44680.000000	    163.905275	      0.000352	      3.109645	
  44685.000000	    163.901533	      0.000353	      6.991662	
  44690.000000	    163.900283	      0.000354	      4.562689	
  44695.000000	    163.897278	      0.000354	      8.031463	
  44700.000000	    163.886613	      0.000353	      4.606875	
  44705.000000	    163.872777	      0.000352	     17.187502	
  44710.000000	    163.860310	      0.000350	     12.561956	
  44715.000000	    163.847423	      0.000348	      8.994972	
  44720.000000	    163.836469	      0.000346	     14.234504	
  44725.000000	    163.828798	      0.000346	      7.307294	
  44730.000000	    163.819318	      0.000345	      4.329485	
  44735.000000	    163.807063	      0.000344	     11.473304	
  44740.000000	    163.795598	      0.000343	     16.092021	
  44745.000000	    163.783332	      0.000342	      8.367903	
  44750.000000	    163.762817	      0.000338	     15.709519	
  44755.000000	    163.740401	      0.000335	     45.367463	
  44760.000000	    163.717594	      0.000331	     24.036051	
  44765.000000	    163.686305	      0.000326	     48.356554	
  44770.000000	    163.650312	      0.000321	     87.057773	
  44775.000000	    163.614485	      0.000314	     88.066615	
  44780.000000	    163.581457	      0.000309	     85.207579	
  44785.000000	    163.553466	      0.000305	     62.972508	
  44790.000000	    163.530093	      0.000300	     44.763946	
  44795.000000	    163.510851	      0.000295	     34.978605	
  44800.000000	    163.496001	      0.000292	     26.027855	
  44805.000000	    163.484675	      0.000289	     13.410100	
  44810.000000	    163.475050	      0.000285	     18.387421	
  44815.000000	    163.462869	      0.000282	     10.956984	
  44820.000000	    163.448434	      0.000279	     22.769582	
  44825.000000	    163.434862	      0.000275	     17.584183	
  44830.000000	    163.420934	      0.000271	     19.532231	
  44835.000000	    163.404818	      0.000266	     30.145057	
  44840.000000	    163.388894	      0.000260	     67.028853	
  44845.000000	    163.370974	      0.000255	     79.195360	
  44850.000000	    163.351570	      0.000249	     84.551790	
  44855.000000	    163.333906	      0.000243	     96.802658	
  44860.000000	    163.318426	      0.000238	    109.906840	
  44865.000000	    163.301388	      0.000233	    123.848479	
  44870.000000	    163.281827	      0.000229	    156.646814	
  44875.000000	    163.263010	      0.000225	    121.673011	
  44880.000000	    163.240158	      0.000222	    118.402619	
  44885.000000	    163.217796	      0.000219	    119.515344	
  44890.000000	    163.196454	      0.000216	     59.983977	
  44895.000000	    163.174734	      0.000213	     67.672806	
  44900.000000	    163.150616	      0.000210	     34.553835	
  44905.000000	    163.122118	      0.000206	     55.348985	
  44910.000000	    163.093091	      0.000202	     59.336565	
  44915.000000	    163.062608	      0.000199	     67.350483	
  44920.000000	    163.032666	      0.000195	     82.757484	
  44925.000000	    163.002165	      0.000192	     73.683041	
  44930.000000	    162.971152	      0.000189	     87.905472	
  44935.000000	    162.943613	      0.000186	     69.307841	
  44940.000000	    162.919978	      0.000185	     73.045987	
  44945.000000	    162.901496	      0.000185	     77.964336	
  44950.000000	    162.887102	      0.000186	     89.066180	
  44955.000000	    162.874698	      0.000188	    106.892477	
  44960.000000	    162.863138	      0.000192	    124.515055	
  44965.000000	    162.851729	      0.000196	    118.318895	
  44970.000000	    162.838278	      0.000201	    143.668319	
  44975.000000	    162.821025	      0.000205	    133.470291	
  44980.000000	    162.798966	      0.000208	     97.188783	
  44985.000000	    162.773904	      0.000212	    139.921784	
  44990.000000	    162.751142	      0.000215	    128.838299	
  44995.000000	    162.728217	      0.000217	     61.459707	
  45000.000000	    162.705758	      0.000217	     57.683065	
  45005.000000	    162.685169	      0.000218	     34.815544	
  45010.000000	    162.665319	      0.000220	     52.504203	
  45015.000000	    162.647300	      0.000221	     41.909352	
  45020.000000	    162.628374	      0.000222	     34.484175	
  45025.000000	    162.608862	      0.000222	     33.051924	
  45030.000000	    162.589556	      0.000223	     27.232979	
  45035.000000	    162.568345	      0.000227	     57.707844	
  45040.000000	    162.547454	      0.000233	     92.365375	
  45045.000000	    162.529555	      0.000238	     84.672119	
  45050.000000	    162.514381	      0.000242	     46.592010	
  45055.000000	    162.501986	      0.000245	     36.357755	
  45060.000000	    162.490584	      0.000248	     17.927219	
  45065.000000	    162.480534	      0.000253	     26.281851	
  45070.000000	    162.471776	      0.000257	     37.874607	
  45075.000000	    162.462744	      0.000260	     18.039766	
  45080.000000	    162.458973	      0.000264	     11.514246	
  45085.000000	    162.459125	      0.000271	     27.062603	
  45090.000000	    162.458974	      0.000276	     18.908303	
  45095.000000	    162.453833	      0.000283	     21.293246	
  45100.000000	    162.443935	      0.000293	     51.361044	
  45105.000000	    162.435430	      0.000304	     82.144152	
  45110.000000	    162.427214	      0.000318	     92.155015	
  45115.000000	    162.422366	      0.000334	    113.859261	
  45120.000000	    162.419736	      0.000350	    119.797605	
  45125.000000	    162.410759	      0.000365	     91.259169	
  45130.000000	    162.401282	      0.000380	    112.905324	
  45135.000000	    162.398259	      0.000398	     97.833768	
  45140.000000	    162.394010	      0.000415	    111.922453	
  45145.000000	    162.384851	      0.000433	     83.422902	
  45150.000000	    162.375613	      0.000453	    129.285837	
  45155.000000	    162.367753	      0.000474	    124.366476	
  45160.000000	    162.360839	      0.000495	    123.965001	
  45165.000000	    162.355788	      0.000517	    107.607599	
  45170.000000	    162.351768	      0.000539	    133.546402	
  45175.000000	    162.348675	      0.000558	     79.378576	
  45180.000000	    162.345284	      0.000580	     76.765596	
  45185.000000	    162.341515	      0.000605	    122.962443	
  45190.000000	    162.335535	      0.000627	    105.971495	
  45195.000000	    162.331146	      0.000649	     94.844105	
  45200.000000	    162.332400	      0.000667	     69.492594	
  45205.000000	    162.335657	      0.000681	     35.019096	
  45210.000000	    162.338023	      0.000695	     29.372261	
  45215.000000	    162.341307	      0.000710	     26.226676	
  45220.000000	    162.345563	      0.000730	     44.927621	
  45225.000000	    162.352641	      0.000754	     73.447121	
  45230.000000	    162.362902	      0.000775	     87.189498	
  45235.000000	    162.372024	      0.000794	     38.713013	
  45240.000000	    162.376962	      0.000817	     66.026016	
  45245.000000	    162.382230	      0.000841	     61.011458	
  45250.000000	    162.389526	      0.000865	     86.159210	
  45255.000000	    162.393827	      0.000886	     50.565311	
  45260.000000	    162.400664	      0.000910	     54.852782	
  45265.000000	    162.407033	      0.000932	     73.662896	
  45270.000000	    162.410356	      0.000950	     39.105495	
  45275.000000	    162.412554	      0.000969	     31.670456	
  45280.000000	    162.407804	      0.000986	     38.373137	
  45285.000000	    162.400020	      0.001002	     31.974997	
  45290.000000	    162.392894	      0.001019	     38.632239	
  45295.000000	    162.385010	      0.001031	     27.010681	
  45300.000000	    162.379631	      0.001045	     18.354979	
  45305.000000	    162.377163	      0.001056	     22.875827	
  45310.000000	    162.374931	      0.001062	      7.030879	
  45315.000000	    162.372021	      0.001062	      1.600354	
  45320.000000	    162.369233	      0.001062	      0.791463	
  45325.000000	    162.366091	      0.001057	      0.704666	
  45330.000000	    162.359387	      0.001046	     10.179287	
  45335.000000	    162.345670	      0.001034	     18.230341	
  45340.000000	    162.329612	      0.001022	     31.264032	
  45345.000000	    162.315752	      0.001009	     25.925539	
  45350.000000	    162.305510	      0.000997	     23.812962	
  45355.000000	    162.298859	      0.000984	     16.258373	
  45360.000000	    162.290819	      0.000965	     19.179163	
  45365.000000	    162.276685	      0.000937	     68.717878	
  45370.000000	    162.258648	      0.000907	    103.558542	
  45375.000000	    162.246327	      0.000873	    118.825780	
  45380.000000	    162.243865	      0.000839	    145.711676	
  45385.000000	    162.247418	      0.000805	    127.229750	
  45390.000000	    162.251360	      0.000767	    164.002137	
  45395.000000	    162.256819	      0.000725	    230.047380	
  45400.000000	    162.263366	      0.000685	    266.558632	
  45405.000000	    162.266786	      0.000646	    232.809259	
  45410.000000	    162.267029	      0.000608	    261.593727	
  45415.000000	    162.264955	      0.000569	    230.073577	
  45420.000000	    162.263366	      0.000529	    326.221591	
  45425.000000	    162.265033	      0.000493	    322.336909	
  45430.000000	    162.272777	      0.000460	    251.770457	
  45435.000000	    162.284264	      0.000430	    289.728298	
  45440.000000	    162.295996	      0.000402	    246.801576	
  45445.000000	    162.308803	      0.000375	    247.047953	
  45450.000000	    162.323583	      0.000350	    273.557213	
  45455.000000	    162.337950	      0.000324	    268.085568	
  45460.000000	    162.350468	      0.000301	    324.117024	
  45465.000000	    162.358300	      0.000281	    245.196131	
  45470.000000	    162.365040	      0.000263	    180.627439	
  45475.000000	    162.378007	      0.000246	    221.096715	
  45480.000000	    162.396084	      0.000233	    234.615751	
  45485.000000	    162.415610	      0.000222	    164.827084	
  45490.000000	    162.434791	      0.000213	    135.355285	
  45495.000000	    162.451484	      0.000204	    142.475023	
  45500.000000	    162.462226	      0.000195	    132.254602	
  45505.000000	    162.468984	      0.000187	    127.194738	
  45510.000000	    162.476278	      0.000179	    109.073377	
  45515.000000	    162.487087	      0.000172	    111.426128	
  45520.000000	    162.497972	      0.000166	    147.440800	
  45525.000000	    162.504965	      0.000161	    119.978551	
  45530.000000	    162.511176	      0.000156	     89.890004	
  45535.000000	    162.517356	      0.000151	    103.378998	
  45540.000000	    162.518799	      0.000146	    129.876294	
  45545.000000	    162.514007	      0.000141	    174.275801	
  45550.000000	    162.508086	      0.000137	    151.046427	
  45555.000000	    162.502031	      0.000134	     86.964609	
  45560.000000	    162.494554	      0.000131	    101.217399	
  45565.000000	    162.489689	      0.000130	     85.717208	
  45570.000000	    162.487650	      0.000129	     94.458590	
  45575.000000	    162.485218	      0.000128	    107.407384	
  45580.000000	    162.477735	      0.000128	     95.971099	
  45585.000000	    162.465511	      0.000127	     80.770582	
  45590.000000	    162.453303	      0.000127	     74.735756	
  45595.000000	    162.439949	      0.000127	     82.087664	
  45600.000000	    162.426203	      0.000128	    110.872742	
  45605.000000	    162.413605	      0.000129	    110.529358	
  45610.000000	    162.406150	      0.000132	    100.228781	
  45615.000000	    162.404208	      0.000136	    115.819551	
  45620.000000	    162.403736	      0.000141	    132.034274	
