     time [fs]	           Xi0	      Epot [H]	         T [K]	
      0.000000	     79.957252	      0.000000	    298.150152	
      5.000000	     79.914159	      0.000002	    276.138484	
     10.000000	     79.871770	      0.000005	    324.598637	
     15.000000	     79.829876	      0.000009	    320.820108	
     20.000000	     79.788242	      0.000014	    318.103036	
     25.000000	     79.748927	      0.000019	    269.615547	
     30.000000	     79.709637	      0.000026	    245.536236	
     35.000000	     79.669412	      0.000034	    291.006064	
     40.000000	     79.630094	      0.000041	    239.653146	
     45.000000	     79.592355	      0.000051	    236.783687	
     50.000000	     79.555355	      0.000061	    262.686646	
     55.000000	     79.519900	      0.000072	    248.840037	
     60.000000	     79.487605	      0.000084	    230.604892	
     65.000000	     79.458243	      0.000097	    209.537975	
     70.000000	     79.432253	      0.000112	    222.950882	
     75.000000	     79.401612	      0.000130	    258.062222	
     80.000000	     79.362853	      0.000148	    322.921855	
     85.000000	     79.323749	      0.000168	    305.219494	
     90.000000	     79.288454	      0.000191	    322.631468	
     95.000000	     79.255187	      0.000216	    331.496575	
    100.000000	     79.222214	      0.000241	    333.799716	
    105.000000	     79.191242	      0.000265	    289.453611	
    110.000000	     79.163524	      0.000290	    254.079643	
    115.000000	     79.136067	      0.000315	    216.768343	
    120.000000	     79.106236	      0.000340	    241.007027	
    125.000000	     79.074931	      0.000363	    223.490096	
    130.000000	     79.041340	      0.000384	    156.479074	
    135.000000	     79.007875	      0.000405	    192.255767	
    140.000000	     78.977655	      0.000422	    135.371621	
    145.000000	     78.952215	      0.000438	    103.590138	
    150.000000	     78.926992	      0.000453	     76.323124	
    155.000000	     78.900873	      0.000471	    102.108503	
    160.000000	     78.877293	      0.000490	    106.427012	
    165.000000	     78.853254	      0.000508	     94.059313	
    170.000000	     78.830047	      0.000520	     80.411194	
    175.000000	     78.809872	      0.000528	     41.051003	
    180.000000	     78.790025	      0.000538	     34.872187	
    185.000000	     78.771288	      0.000549	     46.069002	
    190.000000	     78.754812	      0.000559	     36.696263	
    195.000000	     78.736643	      0.000567	     27.405022	
    200.000000	     78.712622	      0.000577	     35.060441	
    205.000000	     78.683145	      0.000587	     68.749512	
    210.000000	     78.655384	      0.000595	     72.158641	
    215.000000	     78.631283	      0.000602	     48.081639	
    220.000000	     78.610570	      0.000606	     40.593852	
    225.000000	     78.593256	      0.000609	     22.152359	
    230.000000	     78.578899	      0.000612	     20.145845	
    235.000000	     78.569728	      0.000614	     10.093848	
    240.000000	     78.568186	      0.000614	      2.594169	
    245.000000	     78.575097	      0.000613	      0.662182	
    250.000000	     78.584604	      0.000612	      7.925140	
    255.000000	     78.592587	      0.000611	      4.923700	
    260.000000	     78.602187	      0.000604	      6.576517	
    265.000000	     78.608159	      0.000595	     17.132847	
    270.000000	     78.609905	      0.000585	     16.867522	
    275.000000	     78.611560	      0.000575	     15.136094	
    280.000000	     78.615875	      0.000566	     17.429205	
    285.000000	     78.623303	      0.000555	     15.337867	
    290.000000	     78.628718	      0.000542	     30.683454	
    295.000000	     78.633365	      0.000531	     28.213706	
    300.000000	     78.638814	      0.000523	     17.779409	
    305.000000	     78.646912	      0.000515	     10.784626	
    310.000000	     78.662500	      0.000506	     17.571101	
    315.000000	     78.686669	      0.000497	     45.157966	
    320.000000	     78.713711	      0.000488	     57.679259	
    325.000000	     78.744502	      0.000481	     59.852990	
    330.000000	     78.781638	      0.000474	     84.812498	
    335.000000	     78.824583	      0.000464	    112.356314	
    340.000000	     78.871094	      0.000454	    161.460785	
    345.000000	     78.914600	      0.000443	    159.456435	
    350.000000	     78.954537	      0.000429	    128.376265	
    355.000000	     78.992418	      0.000412	    154.076180	
    360.000000	     79.025007	      0.000395	    148.749648	
    365.000000	     79.054378	      0.000377	    112.686323	
    370.000000	     79.087645	      0.000358	    138.167441	
    375.000000	     79.121541	      0.000338	    171.974039	
    380.000000	     79.153866	      0.000318	    162.672890	
    385.000000	     79.185606	      0.000296	    190.070268	
    390.000000	     79.215749	      0.000272	    212.547035	
    395.000000	     79.248948	      0.000248	    241.127394	
    400.000000	     79.285650	      0.000222	    293.370896	
    405.000000	     79.323409	      0.000195	    387.553152	
    410.000000	     79.361804	      0.000169	    385.202009	
    415.000000	     79.400534	      0.000143	    456.618889	
    420.000000	     79.442143	      0.000119	    487.096376	
    425.000000	     79.482270	      0.000098	    496.616934	
    430.000000	     79.518644	      0.000078	    468.338691	
    435.000000	     79.557394	      0.000061	    446.217630	
    440.000000	     79.595621	      0.000046	    496.620825	
    445.000000	     79.630813	      0.000033	    497.312759	
    450.000000	     79.666388	      0.000022	    421.664498	
    455.000000	     79.701049	      0.000014	    428.478864	
    460.000000	     79.734879	      0.000008	    433.988582	
    465.000000	     79.770576	      0.000003	    415.506983	
    470.000000	     79.805300	      0.000001	    468.058464	
    475.000000	     79.838117	      0.000001	    466.346238	
    480.000000	     79.866328	      0.000004	    578.329515	
    485.000000	     79.889226	      0.000010	    576.869607	
    490.000000	     79.915693	      0.000019	    558.924926	
    495.000000	     79.951705	      0.000030	    581.647061	
    500.000000	     79.993559	      0.000044	    598.769394	
    505.000000	     80.034325	      0.000061	    571.411196	
    510.000000	     80.072593	      0.000079	    545.803263	
    515.000000	     80.105045	      0.000102	    538.031117	
    520.000000	     80.131978	      0.000129	    590.524370	
    525.000000	     80.156001	      0.000162	    675.727177	
    530.000000	     80.184970	      0.000196	    661.464854	
    535.000000	     80.217708	      0.000233	    650.268528	
    540.000000	     80.247856	      0.000272	    570.583599	
    545.000000	     80.281982	      0.000313	    600.411075	
    550.000000	     80.315179	      0.000356	    594.956807	
    555.000000	     80.347332	      0.000401	    518.656600	
    560.000000	     80.377608	      0.000448	    549.088933	
    565.000000	     80.406386	      0.000500	    489.561099	
    570.000000	     80.439600	      0.000557	    608.881828	
    575.000000	     80.471014	      0.000614	    614.206943	
    580.000000	     80.499425	      0.000673	    519.391127	
    585.000000	     80.529129	      0.000733	    523.164667	
    590.000000	     80.557296	      0.000791	    485.518190	
    595.000000	     80.579844	      0.000850	    404.395308	
    600.000000	     80.594067	      0.000909	    395.485399	
    605.000000	     80.603789	      0.000970	    337.002800	
    610.000000	     80.614642	      0.001037	    387.042124	
    615.000000	     80.624622	      0.001104	    411.013651	
    620.000000	     80.631977	      0.001173	    348.320837	
    625.000000	     80.640000	      0.001245	    391.374662	
    630.000000	     80.658113	      0.001319	    393.067116	
    635.000000	     80.685385	      0.001393	    402.727267	
    640.000000	     80.713407	      0.001472	    400.304785	
    645.000000	     80.744261	      0.001553	    478.267619	
    650.000000	     80.777510	      0.001631	    411.179300	
    655.000000	     80.811439	      0.001705	    393.277602	
    660.000000	     80.841674	      0.001767	    327.982306	
    665.000000	     80.866221	      0.001822	    196.819174	
    670.000000	     80.891229	      0.001872	    173.587590	
    675.000000	     80.913979	      0.001910	    141.700872	
    680.000000	     80.934444	      0.001941	     70.008214	
    685.000000	     80.957853	      0.001972	     69.792550	
    690.000000	     80.982967	      0.002006	     86.512127	
    695.000000	     81.007118	      0.002038	     94.904412	
    700.000000	     81.029533	      0.002063	     71.257632	
    705.000000	     81.045442	      0.002082	     48.241633	
    710.000000	     81.056693	      0.002098	     21.326224	
    715.000000	     81.066725	      0.002109	     15.404142	
    720.000000	     81.078997	      0.002118	      9.204751	
    725.000000	     81.093983	      0.002122	     19.789294	
    730.000000	     81.107464	      0.002117	     12.678215	
    735.000000	     81.120348	      0.002104	     17.573754	
    740.000000	     81.137143	      0.002091	     20.026475	
    745.000000	     81.160558	      0.002075	     37.039719	
    750.000000	     81.187794	      0.002051	     63.092393	
    755.000000	     81.217131	      0.002021	     96.684567	
    760.000000	     81.245176	      0.001995	    104.326068	
    765.000000	     81.272537	      0.001966	     69.917897	
    770.000000	     81.302321	      0.001928	    117.978593	
    775.000000	     81.333181	      0.001887	    147.848751	
    780.000000	     81.364729	      0.001839	    148.932272	
    785.000000	     81.394231	      0.001786	    224.123827	
    790.000000	     81.423839	      0.001738	    194.142979	
    795.000000	     81.460522	      0.001688	    179.687212	
    800.000000	     81.502991	      0.001626	    295.734398	
    805.000000	     81.550769	      0.001559	    403.329580	
    810.000000	     81.599329	      0.001497	    459.113663	
    815.000000	     81.646385	      0.001434	    361.764842	
    820.000000	     81.695316	      0.001365	    472.397743	
    825.000000	     81.744858	      0.001294	    531.641982	
    830.000000	     81.797547	      0.001219	    574.989941	
    835.000000	     81.853849	      0.001146	    713.017450	
    840.000000	     81.908566	      0.001078	    645.219648	
    845.000000	     81.961430	      0.001010	    621.165562	
    850.000000	     82.015920	      0.000943	    679.491085	
    855.000000	     82.069273	      0.000881	    711.113512	
    860.000000	     82.121830	      0.000823	    599.393814	
    865.000000	     82.174318	      0.000765	    646.425057	
    870.000000	     82.227767	      0.000708	    678.774010	
    875.000000	     82.284750	      0.000653	    739.800754	
    880.000000	     82.343801	      0.000600	    776.867859	
    885.000000	     82.405623	      0.000550	    815.602498	
    890.000000	     82.470703	      0.000503	    864.099354	
    895.000000	     82.536948	      0.000459	    865.003548	
    900.000000	     82.600184	      0.000417	    916.518057	
    905.000000	     82.658382	      0.000377	    929.495856	
    910.000000	     82.713667	      0.000343	    842.472286	
    915.000000	     82.773734	      0.000315	    750.337486	
    920.000000	     82.835024	      0.000289	    837.346341	
    925.000000	     82.891985	      0.000264	    799.432013	
    930.000000	     82.947692	      0.000243	    887.258038	
    935.000000	     83.001245	      0.000225	    858.613028	
    940.000000	     83.051457	      0.000210	    889.346733	
    945.000000	     83.099050	      0.000200	    750.240464	
    950.000000	     83.144944	      0.000193	    791.796810	
    955.000000	     83.187911	      0.000190	    717.989382	
    960.000000	     83.230556	      0.000189	    665.642225	
    965.000000	     83.277785	      0.000193	    637.018944	
    970.000000	     83.330529	      0.000200	    702.321105	
    975.000000	     83.384531	      0.000210	    776.664287	
    980.000000	     83.439053	      0.000223	    685.203855	
    985.000000	     83.492221	      0.000239	    702.927426	
    990.000000	     83.540621	      0.000257	    621.684336	
    995.000000	     83.585556	      0.000277	    639.969589	
   1000.000000	     83.623535	      0.000299	    596.019045	
   1005.000000	     83.656526	      0.000323	    513.908976	
   1010.000000	     83.691988	      0.000349	    535.592620	
   1015.000000	     83.728074	      0.000377	    514.405636	
   1020.000000	     83.763975	      0.000410	    520.718171	
   1025.000000	     83.800338	      0.000446	    601.990419	
   1030.000000	     83.835689	      0.000486	    612.272872	
   1035.000000	     83.870903	      0.000526	    584.152760	
   1040.000000	     83.906355	      0.000567	    507.554404	
   1045.000000	     83.939107	      0.000609	    510.931827	
   1050.000000	     83.969879	      0.000650	    432.857541	
   1055.000000	     83.999774	      0.000689	    362.057732	
   1060.000000	     84.027416	      0.000729	    331.244601	
   1065.000000	     84.054496	      0.000772	    318.099504	
   1070.000000	     84.083097	      0.000817	    373.484422	
   1075.000000	     84.115851	      0.000859	    342.786001	
   1080.000000	     84.150044	      0.000898	    266.624999	
   1085.000000	     84.183034	      0.000934	    246.126742	
   1090.000000	     84.211502	      0.000964	    177.586850	
   1095.000000	     84.231990	      0.000995	    123.763341	
   1100.000000	     84.243856	      0.001032	    159.812267	
   1105.000000	     84.253124	      0.001072	    173.538836	
   1110.000000	     84.264030	      0.001115	    193.829201	
   1115.000000	     84.275491	      0.001162	    216.636285	
   1120.000000	     84.291143	      0.001213	    244.185396	
   1125.000000	     84.307730	      0.001265	    276.606043	
   1130.000000	     84.322206	      0.001314	    244.813323	
   1135.000000	     84.336668	      0.001361	    178.863794	
   1140.000000	     84.349740	      0.001410	    202.637588	
   1145.000000	     84.362856	      0.001459	    199.765332	
   1150.000000	     84.377056	      0.001504	    176.178732	
   1155.000000	     84.389386	      0.001545	    134.236558	
   1160.000000	     84.400565	      0.001581	    119.476173	
   1165.000000	     84.411613	      0.001613	     73.633805	
   1170.000000	     84.419647	      0.001641	     69.187892	
   1175.000000	     84.423533	      0.001664	     42.507253	
   1180.000000	     84.421281	      0.001681	     28.551307	
   1185.000000	     84.411173	      0.001693	     14.703742	
   1190.000000	     84.400220	      0.001708	     25.800324	
   1195.000000	     84.391378	      0.001724	     27.085762	
   1200.000000	     84.379798	      0.001734	     21.384083	
   1205.000000	     84.369213	      0.001742	     16.094284	
   1210.000000	     84.358562	      0.001751	     15.391614	
   1215.000000	     84.341254	      0.001756	     16.830064	
   1220.000000	     84.321043	      0.001757	     30.923655	
   1225.000000	     84.300489	      0.001753	     26.883085	
   1230.000000	     84.277465	      0.001743	     30.436551	
   1235.000000	     84.251349	      0.001726	     49.561371	
   1240.000000	     84.222784	      0.001705	     64.888602	
   1245.000000	     84.192557	      0.001682	     80.608575	
   1250.000000	     84.159501	      0.001655	     87.870970	
   1255.000000	     84.127358	      0.001624	    127.309221	
   1260.000000	     84.100240	      0.001588	    110.767936	
   1265.000000	     84.076981	      0.001549	    124.452220	
   1270.000000	     84.056343	      0.001506	    128.411670	
   1275.000000	     84.036296	      0.001463	    160.026652	
   1280.000000	     84.016398	      0.001424	    144.406779	
   1285.000000	     83.996476	      0.001387	    108.634173	
   1290.000000	     83.979345	      0.001348	    128.475889	
   1295.000000	     83.967194	      0.001309	    129.600999	
   1300.000000	     83.954683	      0.001271	    133.410960	
   1305.000000	     83.937353	      0.001238	    115.256405	
   1310.000000	     83.919131	      0.001206	    103.700098	
   1315.000000	     83.903650	      0.001174	    100.489391	
   1320.000000	     83.891868	      0.001139	    105.379772	
   1325.000000	     83.880907	      0.001102	    134.272186	
   1330.000000	     83.867057	      0.001068	    141.169492	
   1335.000000	     83.853444	      0.001034	    112.867120	
   1340.000000	     83.841310	      0.000999	    147.684505	
   1345.000000	     83.831629	      0.000968	    143.219338	
   1350.000000	     83.824825	      0.000941	     85.699718	
   1355.000000	     83.816977	      0.000910	     95.732535	
   1360.000000	     83.809961	      0.000878	    143.236854	
   1365.000000	     83.804914	      0.000847	    140.073261	
   1370.000000	     83.798341	      0.000818	    137.608732	
   1375.000000	     83.793705	      0.000789	    112.194367	
   1380.000000	     83.794083	      0.000761	    143.933132	
   1385.000000	     83.801102	      0.000733	    120.812967	
   1390.000000	     83.813297	      0.000704	    197.488446	
   1395.000000	     83.823706	      0.000676	    176.997229	
   1400.000000	     83.829750	      0.000647	    192.159564	
   1405.000000	     83.836054	      0.000621	    194.766618	
   1410.000000	     83.849489	      0.000596	    157.353908	
   1415.000000	     83.864549	      0.000572	    232.238404	
   1420.000000	     83.875838	      0.000551	    178.777405	
   1425.000000	     83.885669	      0.000533	    150.617294	
   1430.000000	     83.894181	      0.000517	     87.142446	
   1435.000000	     83.899376	      0.000499	    135.437543	
   1440.000000	     83.898304	      0.000480	    128.664290	
   1445.000000	     83.893098	      0.000459	    152.660463	
   1450.000000	     83.887775	      0.000437	    222.598772	
   1455.000000	     83.884164	      0.000417	    213.030589	
   1460.000000	     83.878621	      0.000399	    198.112649	
   1465.000000	     83.869453	      0.000380	    217.140900	
   1470.000000	     83.860716	      0.000363	    227.548648	
   1475.000000	     83.853816	      0.000346	    210.190769	
   1480.000000	     83.845257	      0.000329	    276.759540	
   1485.000000	     83.833486	      0.000312	    360.002782	
   1490.000000	     83.826843	      0.000298	    328.876590	
   1495.000000	     83.829104	      0.000287	    326.331496	
   1500.000000	     83.830558	      0.000278	    365.621679	
   1505.000000	     83.826751	      0.000270	    369.130301	
   1510.000000	     83.817497	      0.000263	    309.024464	
   1515.000000	     83.805453	      0.000258	    322.447145	
   1520.000000	     83.794088	      0.000255	    332.930613	
   1525.000000	     83.779688	      0.000253	    298.372274	
   1530.000000	     83.760562	      0.000252	    282.042467	
   1535.000000	     83.739007	      0.000252	    283.450943	
   1540.000000	     83.716923	      0.000253	    246.840216	
   1545.000000	     83.694363	      0.000255	    220.336196	
   1550.000000	     83.672296	      0.000258	    233.979604	
   1555.000000	     83.646849	      0.000262	    243.869734	
   1560.000000	     83.618274	      0.000267	    252.704734	
   1565.000000	     83.586720	      0.000273	    264.949565	
   1570.000000	     83.554393	      0.000279	    296.888727	
   1575.000000	     83.524841	      0.000288	    259.662714	
   1580.000000	     83.495795	      0.000298	    270.907009	
   1585.000000	     83.467646	      0.000309	    283.849226	
   1590.000000	     83.437970	      0.000322	    280.632484	
   1595.000000	     83.409555	      0.000335	    281.296843	
   1600.000000	     83.383841	      0.000349	    243.542895	
   1605.000000	     83.359720	      0.000363	    222.066122	
   1610.000000	     83.339725	      0.000376	    176.316739	
   1615.000000	     83.319495	      0.000389	    132.443438	
   1620.000000	     83.297195	      0.000403	    145.143078	
   1625.000000	     83.277828	      0.000416	    144.491956	
   1630.000000	     83.262116	      0.000429	    114.766047	
   1635.000000	     83.250506	      0.000442	     84.455141	
   1640.000000	     83.243196	      0.000457	     83.107213	
   1645.000000	     83.235355	      0.000470	     79.071485	
   1650.000000	     83.226902	      0.000484	     70.818178	
   1655.000000	     83.219981	      0.000495	     62.575557	
   1660.000000	     83.213832	      0.000504	     35.346473	
   1665.000000	     83.205608	      0.000512	     22.640511	
   1670.000000	     83.190525	      0.000518	     23.864981	
   1675.000000	     83.173174	      0.000525	     45.992658	
   1680.000000	     83.155596	      0.000530	     32.901195	
   1685.000000	     83.135434	      0.000529	     33.635058	
   1690.000000	     83.115465	      0.000526	     28.589666	
   1695.000000	     83.095310	      0.000523	     25.581397	
   1700.000000	     83.074977	      0.000519	     30.320038	
   1705.000000	     83.057775	      0.000515	     27.378038	
   1710.000000	     83.041639	      0.000510	     15.760718	
   1715.000000	     83.024417	      0.000506	     25.462397	
   1720.000000	     83.006986	      0.000501	     19.094538	
   1725.000000	     82.986871	      0.000493	     26.433359	
   1730.000000	     82.965617	      0.000479	     57.210841	
   1735.000000	     82.942375	      0.000461	     75.259087	
   1740.000000	     82.913750	      0.000441	    136.942571	
   1745.000000	     82.879586	      0.000420	    148.136389	
   1750.000000	     82.842965	      0.000396	    224.409055	
   1755.000000	     82.808004	      0.000373	    233.979935	
   1760.000000	     82.774258	      0.000350	    206.774610	
   1765.000000	     82.740415	      0.000327	    249.617653	
   1770.000000	     82.705124	      0.000305	    239.914063	
   1775.000000	     82.671283	      0.000281	    304.412409	
   1780.000000	     82.639294	      0.000259	    299.047318	
   1785.000000	     82.608981	      0.000238	    309.620095	
   1790.000000	     82.580516	      0.000219	    282.393041	
   1795.000000	     82.556519	      0.000203	    265.825958	
   1800.000000	     82.539338	      0.000189	    188.630773	
   1805.000000	     82.532716	      0.000175	    220.388819	
   1810.000000	     82.534144	      0.000163	    250.499267	
   1815.000000	     82.538577	      0.000152	    279.339963	
   1820.000000	     82.543517	      0.000144	    267.781924	
   1825.000000	     82.546419	      0.000136	    253.158320	
   1830.000000	     82.547778	      0.000129	    266.640736	
   1835.000000	     82.545288	      0.000124	    294.598488	
   1840.000000	     82.540615	      0.000120	    293.008576	
   1845.000000	     82.532562	      0.000118	    262.892951	
   1850.000000	     82.520630	      0.000116	    338.112318	
   1855.000000	     82.505726	      0.000116	    283.352711	
   1860.000000	     82.490761	      0.000117	    200.004602	
   1865.000000	     82.475124	      0.000119	    232.743884	
   1870.000000	     82.454889	      0.000122	    228.766621	
   1875.000000	     82.429711	      0.000124	    165.397709	
   1880.000000	     82.405826	      0.000126	    159.866556	
   1885.000000	     82.383216	      0.000130	    137.331324	
   1890.000000	     82.359292	      0.000133	    155.360574	
   1895.000000	     82.336540	      0.000138	    124.872127	
   1900.000000	     82.314202	      0.000144	    155.533849	
   1905.000000	     82.287006	      0.000151	    169.364912	
   1910.000000	     82.251506	      0.000158	    222.594266	
   1915.000000	     82.217460	      0.000164	    232.137156	
   1920.000000	     82.186886	      0.000170	    138.565678	
   1925.000000	     82.156813	      0.000176	    155.710951	
   1930.000000	     82.127604	      0.000182	    115.822403	
   1935.000000	     82.102830	      0.000188	    122.277837	
   1940.000000	     82.082313	      0.000195	     85.630055	
   1945.000000	     82.062204	      0.000203	     85.972636	
   1950.000000	     82.043059	      0.000213	     94.316405	
   1955.000000	     82.022855	      0.000222	    118.369927	
   1960.000000	     82.003928	      0.000229	     79.066558	
   1965.000000	     81.984733	      0.000237	     67.891092	
   1970.000000	     81.965799	      0.000246	     80.971886	
   1975.000000	     81.952738	      0.000257	     74.680276	
   1980.000000	     81.942367	      0.000268	     85.985710	
   1985.000000	     81.926537	      0.000275	     50.805452	
   1990.000000	     81.901603	      0.000281	     51.559477	
   1995.000000	     81.871933	      0.000285	     79.340555	
   2000.000000	     81.834488	      0.000289	     72.155673	
   2005.000000	     81.788385	      0.000295	    165.047395	
   2010.000000	     81.738994	      0.000300	    177.287859	
   2015.000000	     81.684878	      0.000305	    204.074347	
   2020.000000	     81.626175	      0.000310	    245.546448	
   2025.000000	     81.567075	      0.000313	    269.435508	
   2030.000000	     81.508033	      0.000315	    230.654188	
   2035.000000	     81.447800	      0.000316	    253.938898	
   2040.000000	     81.387810	      0.000320	    250.463937	
   2045.000000	     81.328830	      0.000325	    262.129138	
   2050.000000	     81.268732	      0.000334	    254.030056	
   2055.000000	     81.209385	      0.000344	    308.149080	
   2060.000000	     81.155748	      0.000354	    260.044634	
   2065.000000	     81.101057	      0.000364	    210.535846	
   2070.000000	     81.044402	      0.000376	    280.793866	
   2075.000000	     80.987240	      0.000389	    260.033847	
   2080.000000	     80.927379	      0.000404	    295.394232	
   2085.000000	     80.866638	      0.000420	    313.543723	
   2090.000000	     80.799348	      0.000435	    327.136604	
   2095.000000	     80.724405	      0.000447	    418.632123	
   2100.000000	     80.645243	      0.000460	    427.210174	
   2105.000000	     80.566597	      0.000476	    500.317110	
   2110.000000	     80.489680	      0.000493	    460.813670	
   2115.000000	     80.410920	      0.000512	    468.978350	
   2120.000000	     80.332272	      0.000533	    507.703205	
   2125.000000	     80.257540	      0.000552	    490.094948	
   2130.000000	     80.193412	      0.000574	    405.343058	
   2135.000000	     80.136769	      0.000598	    305.335664	
   2140.000000	     80.083149	      0.000623	    320.114168	
   2145.000000	     80.034368	      0.000647	    250.317356	
   2150.000000	     79.985934	      0.000675	    233.525658	
   2155.000000	     79.939933	      0.000705	    295.996608	
   2160.000000	     79.897497	      0.000732	    221.134866	
   2165.000000	     79.856357	      0.000754	    196.777869	
   2170.000000	     79.813305	      0.000775	    150.470425	
   2175.000000	     79.767046	      0.000796	    199.271242	
   2180.000000	     79.723675	      0.000816	    179.816759	
   2185.000000	     79.683023	      0.000833	    162.070359	
   2190.000000	     79.644455	      0.000843	    123.450523	
   2195.000000	     79.607620	      0.000848	     96.364767	
   2200.000000	     79.575132	      0.000850	     91.843490	
   2205.000000	     79.549896	      0.000852	     53.469252	
   2210.000000	     79.529024	      0.000852	     34.026231	
   2215.000000	     79.507844	      0.000847	     26.220417	
   2220.000000	     79.483383	      0.000840	     42.626254	
   2225.000000	     79.457426	      0.000829	     50.314350	
   2230.000000	     79.432301	      0.000812	     70.335939	
   2235.000000	     79.406286	      0.000792	     83.597050	
   2240.000000	     79.375892	      0.000772	    102.654586	
   2245.000000	     79.344832	      0.000752	    121.086286	
   2250.000000	     79.319298	      0.000732	    109.342157	
   2255.000000	     79.296832	      0.000708	     87.875658	
   2260.000000	     79.272479	      0.000685	    123.503753	
   2265.000000	     79.249779	      0.000663	    107.791904	
   2270.000000	     79.225157	      0.000639	    103.718442	
   2275.000000	     79.194612	      0.000612	    145.052280	
   2280.000000	     79.161555	      0.000584	    204.816569	
   2285.000000	     79.124812	      0.000558	    210.967167	
   2290.000000	     79.084469	      0.000535	    210.538227	
   2295.000000	     79.040266	      0.000517	    199.676445	
   2300.000000	     78.990350	      0.000504	    200.471850	
   2305.000000	     78.935955	      0.000493	    225.394295	
   2310.000000	     78.877746	      0.000482	    235.678078	
   2315.000000	     78.816860	      0.000471	    289.171031	
   2320.000000	     78.755111	      0.000458	    285.737824	
   2325.000000	     78.693187	      0.000443	    333.540040	
   2330.000000	     78.626101	      0.000427	    336.544259	
   2335.000000	     78.548210	      0.000414	    434.202318	
   2340.000000	     78.466541	      0.000403	    532.917054	
   2345.000000	     78.387450	      0.000393	    499.360293	
   2350.000000	     78.311408	      0.000386	    453.795683	
   2355.000000	     78.236573	      0.000381	    401.355293	
   2360.000000	     78.162849	      0.000375	    418.075299	
   2365.000000	     78.095421	      0.000369	    389.677549	
   2370.000000	     78.031939	      0.000366	    299.527394	
   2375.000000	     77.971989	      0.000366	    286.751456	
   2380.000000	     77.913931	      0.000365	    214.683945	
   2385.000000	     77.856504	      0.000362	    267.736400	
   2390.000000	     77.799099	      0.000358	    222.471830	
   2395.000000	     77.737349	      0.000355	    279.039355	
   2400.000000	     77.677115	      0.000356	    287.008207	
   2405.000000	     77.621189	      0.000357	    227.272255	
   2410.000000	     77.571926	      0.000357	    207.428917	
   2415.000000	     77.523115	      0.000357	    144.235743	
   2420.000000	     77.470083	      0.000357	    200.040291	
   2425.000000	     77.420006	      0.000359	    198.522114	
   2430.000000	     77.371944	      0.000361	    153.782471	
   2435.000000	     77.327214	      0.000360	    166.506090	
   2440.000000	     77.285662	      0.000356	    139.721412	
   2445.000000	     77.247667	      0.000349	    166.198768	
   2450.000000	     77.215834	      0.000340	    147.987439	
   2455.000000	     77.184247	      0.000331	    153.259792	
   2460.000000	     77.153514	      0.000324	    139.176134	
   2465.000000	     77.125425	      0.000318	    114.334485	
   2470.000000	     77.096729	      0.000312	    105.246254	
   2475.000000	     77.065090	      0.000307	    117.590098	
   2480.000000	     77.032026	      0.000302	    140.128812	
   2485.000000	     76.998202	      0.000296	    133.930896	
   2490.000000	     76.967450	      0.000291	    166.775893	
   2495.000000	     76.944410	      0.000285	    117.791015	
   2500.000000	     76.918391	      0.000279	    120.470412	
   2505.000000	     76.885006	      0.000275	    147.752709	
   2510.000000	     76.850981	      0.000271	    179.201715	
   2515.000000	     76.819313	      0.000267	    186.864823	
   2520.000000	     76.787791	      0.000265	    151.718987	
   2525.000000	     76.754516	      0.000264	    139.800622	
   2530.000000	     76.721657	      0.000263	    140.334234	
   2535.000000	     76.691746	      0.000263	    122.328650	
   2540.000000	     76.668006	      0.000261	    121.970817	
   2545.000000	     76.648708	      0.000259	    113.724364	
   2550.000000	     76.631625	      0.000257	    127.270890	
   2555.000000	     76.619342	      0.000255	    104.714309	
   2560.000000	     76.615050	      0.000251	    138.456897	
   2565.000000	     76.616436	      0.000248	    133.825718	
   2570.000000	     76.618807	      0.000245	    145.843666	
   2575.000000	     76.621109	      0.000243	    164.037894	
   2580.000000	     76.627481	      0.000241	    156.874060	
   2585.000000	     76.638345	      0.000239	    167.926380	
   2590.000000	     76.649885	      0.000239	    195.326968	
   2595.000000	     76.661787	      0.000239	    204.278199	
   2600.000000	     76.673617	      0.000240	    162.318609	
   2605.000000	     76.686014	      0.000241	    127.768823	
   2610.000000	     76.701203	      0.000242	     98.465159	
   2615.000000	     76.719329	      0.000244	    123.431615	
   2620.000000	     76.739194	      0.000245	    122.172138	
   2625.000000	     76.757543	      0.000246	     84.027940	
   2630.000000	     76.774210	      0.000247	     67.150972	
   2635.000000	     76.789415	      0.000249	     67.980441	
   2640.000000	     76.801282	      0.000251	     58.982246	
   2645.000000	     76.812960	      0.000253	     37.924707	
   2650.000000	     76.828332	      0.000255	     36.454189	
   2655.000000	     76.848326	      0.000256	     55.706072	
   2660.000000	     76.868109	      0.000257	     68.158391	
   2665.000000	     76.882485	      0.000260	     43.777623	
   2670.000000	     76.890925	      0.000266	     73.751653	
   2675.000000	     76.896069	      0.000271	     61.352515	
   2680.000000	     76.899095	      0.000276	     52.572079	
   2685.000000	     76.898509	      0.000280	     22.310844	
   2690.000000	     76.895403	      0.000283	      8.592102	
   2695.000000	     76.890517	      0.000285	      4.121067	
   2700.000000	     76.882786	      0.000288	      6.553954	
   2705.000000	     76.872929	      0.000293	     14.000050	
   2710.000000	     76.859207	      0.000298	     16.829809	
   2715.000000	     76.841593	      0.000304	     32.259171	
   2720.000000	     76.824002	      0.000311	     38.764757	
